Male predictors:
word : coef : odds_ratio
meses : 0.8664972137749125 : 2.3785646410986585
2018 : 0.800444304466889 : 2.2265299659688553
pasado : 0.7122876716309359 : 2.038649689194798
via : 0.7065421448291614 : 2.0269701574269794
presidente : 0.6895492504017842 : 1.9928170692738651
haber : 0.6529746114457184 : 1.9212473017504594
prisión : 0.6463478610010293 : 1.9085577669664926
empleo : 0.6455988623123492 : 1.9071287949176643
| : 0.6284964495821895 : 1.8747896183533201
Congreso : 0.5824069271030445 : 1.790342472735896
intervención : 0.5753434629437919 : 1.7777410102295117
resto : 0.569837245519862 : 1.7679792814675948
caso : 0.5687747230532851 : 1.7661017613908607
problema : 0.5528379070259027 : 1.7381788149556368
tres : 0.5501786014760802 : 1.7335626070605272
‍ : 0.5287373670413339 : 1.6967885343759614
defender : 0.5182241628795212 : 1.6790432932106838
¡ : 0.4975356316053385 : 1.6446632164330994
primera : 0.4825403037540873 : 1.6201849408615832
en_contra_de : 0.4808791714934707 : 1.6174958334880094
grandes : 0.4774854247586894 : 1.6120157665239991
paso : 0.47467774390381196 : 1.6074960885942442
agua : 0.4525233264073854 : 1.5722745461050076
x : 0.44612542446989745 : 1.5622473982979486
mas : 0.4388867324928662 : 1.550979601845054
vas : 0.4326583324649261 : 1.541349501639442
políticos : 0.42448117301694643 : 1.528797032713713
unas : 0.4242900803139972 : 1.528504918667791
final : 0.42428372835760286 : 1.5284952097020348
mayoría : 0.4156023912851072 : 1.515283259247681
democracia : 0.4066094712322426 : 1.5017175272360994
ejemplo : 0.4037676574606439 : 1.497455983810531
sido : 0.3887555326685143 : 1.4751438827604335
( : 0.38752094958726696 : 1.4733238188216227
ello : 0.38648935139473023 : 1.471804724315396
Podemos : 0.3763950443633673 : 1.457022608663397
fer : 0.37550525999360634 : 1.4557267493230093
però : 0.3729268733122487 : 1.4519781575970927
Cifuentes : 0.36473081726968226 : 1.440126298840109
poder : 0.3604576363366613 : 1.4339855082975652
Catalunya : 0.34644518550529535 : 1.4140319822573995
- : 0.34464603228930973 : 1.4114902092741661
