ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;Partido gobierno autonomico;gobierno_auto;gobierno_central;
AST;0;Lastra Valdés, Fernando ;GP Socialista;PSOE;ÚNICA;X;;;;;;PSOE;1;0;
AST;0;Leal Llaneza, Pedro ;GP Foro Asturias;FORO ASTURIAS;ÚNICA;X;Secretario Primero;;;;;PSOE;0;0;
AST;0;León Suárez, Emilio José ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;eleonsuarez;;PSOE;0;0;
AST;0;Llamazares Trigo, Gaspar ;Izquierda Unida;IU;ÚNICA;X;;;;Gllamazares;;PSOE;0;0;
AST;0;López Hernández, Enrique ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;kikecuto;;PSOE;0;0;
AST;0;Marcos Líndez, Marcelino ;GP Socialista;PSOE;ÚNICA;X;;;;Marcelotineo;;PSOE;1;0;
AST;0;Marí Ripa, Daniel ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;Daniel_Ripa;;PSOE;0;0;
AST;1;Masa Noceda, María Concepción ;Izquierda Unida;IU;ÚNICA;X;;;;;;PSOE;0;0;
AST;1;Miranda Fernández, María Josefa ;Izquierda Unida;IU;ÚNICA;X;Vicepresidenta primera;;;maria_mirandaf;;PSOE;0;0;
AST;1;Montejo Arnaiz, Lucía ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;LuciaMontejo;;PSOE;0;0;
AST;1;Pérez García, Elsa ;GP Socialista;PSOE;ÚNICA;X;;;;Elsapola;;PSOE;1;0;
AST;1;Pérez García de la Mata, María del Carmen ;GP Popular;PP;ÚNICA;X;;;;;;PSOE;0;1;
AST;1;Pérez Ordieres, Carmen Eva ;GP Socialista;PSOE;ÚNICA;X;;;;carmenevaperez;;PSOE;1;0;
AST;0;Piernavieja Cachero, Héctor ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;Hpata;;PSOE;0;0;
AST;1;Pulgar García, Marta ;Izquierda Unida;IU;ÚNICA;X;;;;;;PSOE;0;0;
AST;0;Rodríguez Feito, Matías ;GP Popular;PP;ÚNICA;X;;;;;;PSOE;0;1;
AST;1;Sánchez Martín, Diana María ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;;;PSOE;0;0;
AST;0;Sanjurjo González, Pedro ;GP Socialista;PSOE;ÚNICA;X;Presidencia de la Cámara;;;;;PSOE;1;0;
AST;0;Suárez Alonso, Carlos José ;GP Popular;PP;ÚNICA;X;;;;carlosjsuarez_j;;PSOE;0;1;
AST;0;Torre Canto, Marcelino ;GP Socialista;PSOE;ÚNICA;X;;;;NinoTorreC;;PSOE;1;0;
AST;1;Valero Sáez, Paula ;Podemos Asturies;PODEMOS;ÚNICA;X;;;;PaulaValeroJgpa;paulavalerosaez;PSOE;0;0;
AST;1;Vega González, Margarita Isabel ;GP Socialista;PSOE;ÚNICA;X;;;;;;PSOE;1;0;
AST;0;Venta Cueli, Luis Miguel ;GP Popular;PP;ÚNICA;X;;;;Venta_Cueli;;PSOE;0;1;
AST;1;Vior Martínez, Verónica ;GP Socialista;PSOE;ÚNICA;X;;;;ViorMrtnez;;PSOE;1;0;
AST;0;Zapico González, Ovidio;Izquierda Unida;IU;ÚNICA;X;;;;ovizapico;;PSOE;0;0;
MAD;1;Aboín Aboín, Sonsoles Trinidad ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Adrados Gautier, Paloma ;GP Popular;PP;ÚNICA;X;Presidenta de la Asamblea;;;palomaadrados;;PP;1;1;
MAD;1;Álvarez Padilla, Mª Nadia ;GP Popular;PP;ÚNICA;X;;;;MalvarezNadia;;PP;1;1;
MAD;0;Arribas Del Barrio, José Mª ;GP Popular;PP;ÚNICA;X;;;;JAB_CHEMA;;PP;1;1;
MAD;1;Barbero Martín, Ana Belén ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Berzal Andrade, José Manuel ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Busó Borús, Pilar ;GP Popular;PP;ÚNICA;X;;;;BusoBorus;INACTIVO;PP;1;1;
MAD;1;Camíns Martínez, Ana ;GP Popular;PP;ÚNICA;X;;;;anacamins;;PP;1;1;
MAD;1;Carballedo Berlanga, Mª Eugenia ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Cifuentes Cuencas, Cristina;GP Popular;PP;ÚNICA;X;;;;ccifuentes;;PP;1;1;
MAD;1;Delgado De Robles Sanguino, María De Las Mercedes ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Escudero Díaz-Tejeiro, Marta Mª ;GP Popular;PP;ÚNICA;X;;;;martamescudero;;PP;1;1;
MAD;0;Fermosel Díaz, Jesús ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Fernández-Quejo Del Pozo, José Luis ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;García De Vinuesa Gardoqui, Ignacio ;GP Popular;PP;ÚNICA;X;;;;garciadevinuesa;;PP;1;1;
MAD;1;García Martín, María Begoña ;GP Popular;PP;ÚNICA;X;;;;BegoGMR;;PP;1;1;
MAD;0;Garrido García, Ángel ;GP Popular;PP;ÚNICA;X;;;;angelgarridog;;PP;1;1;
MAD;0;Gómez Ruiz, Jesús ;GP Popular;PP;ÚNICA;X;;;;jesusgomezruiz;;PP;1;1;
MAD;0;Gómez-Angulo Rodríguez, Juan Antonio ;GP Popular;PP;ÚNICA;X;Secretario tercero mesa Asamblea;;;;;PP;1;1;
MAD;1;González González, Isabel Gema;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;González Jiménez, Bartolomé ;GP Popular;PP;ÚNICA;X;;;;bartolomegj;;PP;1;1;
MAD;0;González Taboada, Jaime ;GP Popular;PP;ÚNICA;X;;;;jaimegtaboada;;PP;1;1;
MAD;1;Gonzalo López, Rosalía ;GP Popular;PP;ÚNICA;X;;;;RosaliaGonzalo;;PP;1;1;
MAD;0;Izquierdo Torres, Carlos ;GP Popular;PP;ÚNICA;X;;;;carlosizqtorres;;PP;1;1;
MAD;1;Liébana Montijano, Mª Pilar ;GP Popular;PP;ÚNICA;X;;;;pliebana;;PP;1;1;
MAD;1;Luis Rico, Teresa De Jesús ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Mariño Ortega, Ana Isabel ;GP Popular;PP;ÚNICA;X;Secretaria Primera Mesa Asamblea;;;AnaIsabelMarino;INACTIVO;PP;1;1;
MAD;1;Moldovan Feier, Anca Teodora ;GP Popular;PP;ÚNICA;X;;;;moldovan_anka;;PP;1;1;
MAD;0;Moraga Valiente, Álvaro ;GP Popular;PP;ÚNICA;X;;;;alvaromoraga;;PP;1;1;
MAD;0;Muñoz Abrines, Pedro;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Oficialdegui Alonso De Celada, Eduardo ;GP Popular;PP;ÚNICA;X;;;;eoficialdegui;;PP;1;1;
MAD;0;Olmo Flórez, Luis Del ;GP Popular;PP;ÚNICA;X;;;;zarzaymenta;;PP;1;1;
MAD;1;Ongil Cores, Mª Gador ;GP Popular;PP;ÚNICA;X;;;;gadorongil;INACTIVO;PP;1;1;
MAD;0;Ossorio Crespo, Enrique Matías ;GP Popular;PP;ÚNICA;X;;;;eossoriocrespo;;PP;1;1;
MAD;1;Pérez Baos, Ana Isabel ;GP Popular;PP;ÚNICA;X;;;;Anai_pb;;PP;1;1;
MAD;0;Pérez García, David ;GP Popular;PP;ÚNICA;X;;;;davidperez;;PP;1;1;
MAD;1;Plañiol Lacalle, Regina Mª ;GP Popular;PP;ÚNICA;X;;;;reginaplaniol;;PP;1;1;
MAD;0;Raboso García-Baquero, Eduardo ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Ramos Sánchez, Ángel ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;1;Redondo Alcaide, Mª Isabel ;GP Popular;PP;ÚNICA;X;;;;isatielmes;;PP;1;1;
MAD;1;Rodríguez Palomino, Belén ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Rollán Ojeda, Pedro Manuel ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Sánchez Fernández, Alejandro ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Serrano Guio, José Tomás ;GP Popular;PP;ÚNICA;X;;;;serrano_guio;;PP;1;1;
MAD;0;Serrano Sánchez-Capuchino, Alfonso Carlos ;GP Popular;PP;ÚNICA;X;;;;SerranoAlfonso;;PP;1;1;
MAD;0;Soler-Espiauba Gallo, Juan ;GP Popular;PP;ÚNICA;X;;;;JuanSoler_;;PP;1;1;
MAD;1;Toledo Moreno, Lucila ;GP Popular;PP;ÚNICA;X;;;;;;PP;1;1;
MAD;0;Van-Halen Acedo, Juan;GP Popular;PP;ÚNICA;X;;;;JVanHalen;;PP;1;1;
MAD;1;Andaluz Andaluz, Mª Isabel ;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;1;Ardid Jiménez, Mª Isabel ;GP Socialista;PSOE;ÚNICA;X;;;;IsabelArdid;;PP;0;0;
MAD;1;Carazo Gómez, Mónica ;GP Socialista;PSOE;ÚNICA;X;;;;monicacarazo;;PP;0;0;
MAD;1;Casares Díaz, Mª Lucía Inmaculada ;GP Socialista;PSOE;ÚNICA;X;;;;LuciaICasares;;PP;0;0;
MAD;0;Cepeda García De León, José Carmelo ;GP Socialista;PSOE;ÚNICA;X;;;;Cepeda;;PP;0;0;
MAD;0;Cruz Torrijos, Diego ;GP Socialista;PSOE;ÚNICA;X;;;;DiegoCruz_;;PP;0;0;
MAD;1;Delgado Gómez, Carla ;GP Socialista;PSOE;ÚNICA;X;;;;CarlaAntonelli;;PP;0;0;
MAD;0;Franco Pardo, José Manuel ;GP Socialista;PSOE;ÚNICA;X;;;;jmfrancopardo;;PP;0;0;
MAD;0;Freire Campo, José Manuel ;GP Socialista;PSOE;ÚNICA;X;;;;josemfreire;;PP;0;0;
MAD;0;Gabilondo Pujol, Ángel;GP Socialista;PSOE;ÚNICA;X;;;;equipoGabilondo;;PP;0;0;
MAD;1;Gallizo Llamas, Mercedes ;GP Socialista;PSOE;ÚNICA;X;;;;GallizoMercedes;;PP;0;0;
MAD;0;García Sánchez, José Luis ;GP Socialista;PSOE;ÚNICA;X;;;;JLUISGARCIAS22;;PP;0;0;
MAD;0;García-Rojo Garrido, Pedro Pablo ;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;0;Gómez Montoya, Rafael ;GP Socialista;PSOE;ÚNICA;X;;;;RafaGomezLGNS;;PP;0;0;
MAD;0;Gómez-Chamorro Torres, José Ángel ;GP Socialista;PSOE;ÚNICA;X;;;;Chamorro555;;PP;0;0;
MAD;1;González González, Mónica Silvana ;GP Socialista;PSOE;ÚNICA;X;;;;MonicaSilvanaG;;PP;0;0;
MAD;1;Leal Fernández, Mª Isaura ;GP Socialista;PSOE;ÚNICA;X;;;;isauralealf;;PP;0;0;
MAD;1;Llop Cuenca, Mª Pilar ;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;0;Lobato Gandarias, Juan ;GP Socialista;PSOE;ÚNICA;X;;;;juanlobato_es;;PP;0;0;
MAD;1;López Ruiz, Mª Carmen;GP Socialista;PSOE;ÚNICA;X;Secretaria segunda mesa Asamblea;;;;;PP;0;0;
MAD;1;Manguan Valderrama, Eva Mª ;GP Socialista;PSOE;ÚNICA;X;;;;EvaManguan;;PP;0;0;
MAD;1;Maroto Illera, Mª Reyes ;GP Socialista;PSOE;ÚNICA;X;;;;MMAROTOVA;;PP;0;0;
MAD;1;Martínez Ten, Carmen ;GP Socialista;PSOE;ÚNICA;X;Portavoz GP;;;martinezten2015;;PP;0;0;
MAD;1;Mena Romero, Mª Carmen ;GP Socialista;PSOE;ÚNICA;X;;;;carmenmenar;;PP;0;0;
MAD;0;Moreno Navarro, Juan José ;GP Socialista;PSOE;ÚNICA;X;;;;jjmorenonavarro;;PP;0;0;
MAD;1;Moya Nieto, Mª Encarnación ;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;0;Navarro Lanchas, Josefa ;GP Socialista;PSOE;ÚNICA;X;;;;JosefaNavarrol;;PP;0;0;
MAD;0;Nolla Estrada, Modesto ;GP Socialista;PSOE;ÚNICA;X;Vicepresidente Segundo Mesa Asamblea;;;ModestoNolla;;PP;0;0;
MAD;1;Pardo Ortiz, Josefa Dolores ;GP Socialista;PSOE;ÚNICA;X;;;;pepa_pardo;;PP;0;0;
MAD;0;Quintana Viar, José;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;0;Rico García-Hierro, Enrique ;GP Socialista;PSOE;ÚNICA;X;;;;EnriqueRGH;;PP;0;0;
MAD;0;Rodríguez García, Nicolás ;GP Socialista;PSOE;ÚNICA;X;;;;;;PP;0;0;
MAD;1;Sánchez Acera, Pilar ;GP Socialista;PSOE;ÚNICA;X;;;;psacera;;PP;0;0;
MAD;0;Santín Fernández, Pedro ;GP Socialista;PSOE;ÚNICA;X;;;;_PedroSantin;;PP;0;0;
MAD;0;Segovia Noriega, Juan ;GP Socialista;PSOE;ÚNICA;X;;;;JuanSego82;;PP;0;0;
MAD;0;Vicente Viondi, Daniel ;GP Socialista;PSOE;ÚNICA;X;;;;Viondi;;PP;0;0;
MAD;0;Vinagre Alcázar, Agustín;GP Socialista;PSOE;ÚNICA;X;;;;agvinagre;;PP;0;0;
MAD;0;Ardanuy Pizarro, Miguel ;Podemos Madrid;Podemos;ÚNICA;X;;;;Miguel_Ardanuy;;PP;0;0;
MAD;1;Beirak Ulanosky, Jazmín ;Podemos Madrid;Podemos;ÚNICA;X;;;;jbeirak;;PP;0;0;
MAD;0;Camargo Fernández, Raúl ;Podemos Madrid;Podemos;ÚNICA;X;;;;camargoraul;;PP;0;0;
MAD;0;Candela Pokorna, Marco ;Podemos Madrid;Podemos;ÚNICA;X;;;;Marco_Candela_;;PP;0;0;
MAD;0;Delgado Orgaz, Emilio ;Podemos Madrid;Podemos;ÚNICA;X;;;;EmilioDelgadoOr;;PP;0;0;
MAD;1;Díaz Román, Laura ;Podemos Madrid;Podemos;ÚNICA;X;Vicepresidenta Tercera mesa Asamblea;;;;;PP;0;0;
MAD;0;Espinar Merino, Ramón ;Podemos Madrid;Podemos;ÚNICA;X;;;;RamonEspinar;;PP;0;0;
MAD;1;Espinosa De La Llave, María ;Podemos Madrid;Podemos;ÚNICA;X;;;;MEspinosa_;;PP;0;0;
MAD;0;Fernández Rubiño, Eduardo ;Podemos Madrid;Podemos;ÚNICA;X;;;;EduardoFRub;;PP;0;0;
MAD;1;Galiana Blanco, Beatriz;Podemos Madrid;Podemos;ÚNICA;X;;;;BeatrizGaliana;;PP;0;0;
MAD;1;García Gómez, Mónica ;Podemos Madrid;Podemos;ÚNICA;X;;;;Monicamox1;;PP;0;0;
MAD;1;Gimeno Reinoso, Beatriz ;Podemos Madrid;Podemos;ÚNICA;X;;;;BeatrizGimeno1;;PP;0;0;
MAD;0;Gutiérrez Benito, Eduardo ;Podemos Madrid;Podemos;ÚNICA;X;;;;eduardoguti_;;PP;0;0;
MAD;1;Huerta Bravo, Raquel ;Podemos Madrid;Podemos;ÚNICA;X;;;;raquelhb_;;PP;0;0;
MAD;0;López Hernández, Isidro ;Podemos Madrid;Podemos;ÚNICA;X;;;;suma_cero;;PP;0;0;
MAD;0;López Rodrigo, José Manuel ;Podemos Madrid;Podemos;ÚNICA;X;;;;JoseManuel_Lop;;PP;0;0;
MAD;0;Martínez Abarca, Hugo ;Podemos Madrid;Podemos;ÚNICA;X;;;;hugomabarca;;PP;0;0;
MAD;0;Morano González, Jacinto ;Podemos Madrid;Podemos;ÚNICA;X;;;;tito_morano;;PP;0;0;
MAD;0;Oliver Gómez De La Vega, Alberto ;Podemos Madrid;Podemos;ÚNICA;X;;;;alberoliver;;PP;0;0;
MAD;0;Ongil López, Miguel;Podemos Madrid;Podemos;ÚNICA;X;;;;Migs_Bru;;PP;0;0;
MAD;0;Padilla Estrada, Pablo ;Podemos Madrid;Podemos;ÚNICA;X;;;;MaesePads;;PP;0;0;
MAD;1;Ruiz-Huerta García De Viedma, Lorena ;Podemos Madrid;Podemos;ÚNICA;X;;;;LorenaRuiz_H;;PP;0;0;
MAD;1;San José Pérez, Carmen ;Podemos Madrid;Podemos;ÚNICA;X;;;;CarmenSanJose15;;PP;0;0;
MAD;0;Sánchez Pérez, Alejandro ;Podemos Madrid;Podemos;ÚNICA;X;;;;alesanper;;PP;0;0;
MAD;1;Serra Sánchez, Clara ;Podemos Madrid;Podemos;ÚNICA;X;;;;Clara_Serra_;;PP;0;0;
MAD;1;Serra Sánchez, Isabel ;Podemos Madrid;Podemos;ÚNICA;X;;;;isaserras;;PP;0;0;
MAD;1;Sevillano De Las Heras, Elena;Podemos Madrid;Podemos;ÚNICA;X;;;;elenasevi685;;PP;0;0;
MAD;0;Aguado Crespo, Ignacio Jesús ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;ignacioaguado;;PP;0;0;
MAD;1;Alonso Márquez, Mª Victoria Ángeles ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;;;PP;0;0;
MAD;1;González Pastor, Dolores ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;dgpastor;;PP;0;0;
MAD;1;Iglesia Vicente, Mª Teresa De La ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;maytediglesia;;PP;0;0;
MAD;0;Lara Casanova, Francisco ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;PacoLara_Cs;;PP;0;0;
MAD;1;Marbán De Frutos, Marta ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;marbandefrutos;;PP;0;0;
MAD;0;Marcos Arias, Tomás ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;tomasmarcos;;PP;0;0;
MAD;0;Megías Morales, Jesús Ricardo ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;RicardoMegias;;PP;0;0;
MAD;0;Núñez Sánchez, Roberto ;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;RoberN8;;PP;0;0;
MAD;0;Reyero Zubiri, Alberto;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;albertoreyero;;PP;0;0;
MAD;1;Rodríguez Durán, Ana;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;AnaRguezDuran;;PP;0;0;
MAD;0;Rubio Ortiz, Juan Ramón;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;JuanRubioRuiz;;PP;0;0;
MAD;1;Ruiz Fernández, Esther;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;EstherRuizCs;;PP;0;0;
MAD;1;Solís Pérez, Susana;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;susanasolisp;;PP;0;0;
MAD;0;Trinidad Martós, Juan;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;Vicepresidente Primero Mesa;;;juantri73;;PP;0;0;
MAD;0;Veloso Lozano, Enrique;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;enri_vel;;PP;0;0;
MAD;0;Zafra Hernández, César;GP Ciudadanos;Ciudadanos-Partido de la Ciudadanía;ÚNICA;X;;;;CsarZafra;;PP;0;0;
CAT;0;I. Sr. Oriol Amat i Salas;GP Junts pel sí;INDEPENDENT;BARCELONA;XI;;;;oriolamat;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Antoni Balasch i Parisi;GP Junts pel sí;PDeCAT;;XI;;;;AntoniBalasch;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Ramona Barrufet i Santacana;GP Junts pel sí;PDeCAT;LLEIDA;XI;Secretària 4ª Mesa Parlament;;;RamonaBarrufet;INACTIVO;Junts Pel Sí;1;0;
CAT;1;H. Sra. Dolors Bassa i Coll;GP Junts pel sí;ERC;GIRONA;XI;;;;dolorsbassac;;Junts Pel Sí;1;0;
CAT;0;Il·lm. Sr. Albert Batalla i Siscart;GP Junts pel sí;PDeCAT;;XI;;;;albertbatalla;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Albert Batet i Canadell;GP Junts pel sí;PDeCAT;;XI;;;;albertbatet;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Germà Bel Queralt;GP Junts pel sí;INDEPENDENT;TARRAGONA;XI;;;;gebelque;;Junts Pel Sí;1;0;
CAT;0;I. Sr. David Bonvehí i Torras;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;davidbonvehi;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Montserrat Candini i Puig;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;montsecandini;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Joan Ramon Casals i Mata;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;jrcasals;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Magda Casamitjana i Aguilà;GP Junts pel sí;ERC;BARCELONA;XI;;;;magdacas;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Antoni Castellà i Clavé;GP Junts pel sí;PDeCAT;;XI;Portaveu PDeCAT;;;CastellaToni;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Carmina Castellví i Vallverdú;GP Junts pel sí;INDEPENDENT;LLEIDA;XI;;;;Carmina7;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Anna Caula i Paretas;GP Junts pel sí;ERC;GIRONA;XI;;;;anna_caula;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Violant Cervera i Gòdia;GP Junts pel sí;PDeCAT;;XI;;;;ViolantCervera;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Ferran Civit i Martí;GP Junts pel sí;ERC;TARRAGONA;XI;;;;CivitiMarti;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Antoni Comín Oliveres;GP Junts pel sí;ERC;;XI;;;;toni_comin;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Lluís M. Corominas i Díaz;GP Junts pel sí;;BARCELONA;XI;;;;lluis_corominas;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Jordi Cuminal i Roquet;GP Junts pel sí;PDeCAT;;XI;;;;jordicuminal;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Adriana Delgado i Herreros;GP Junts pel sí;ERC;BARCELONA;XI;;;;adrianadelgadoh;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Anna Figueras i Ibàñez;GP Junts pel sí;PDeCAT;;XI;;;;AannaFigueras;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Natàlia Figueras i Pagès;GP Junts pel sí;PDeCAT;GIRONA;XI;;;;NataliaFigueras;;Junts Pel Sí;1;0;
CAT;1;M. H. Sra. Carme Forcadell i Lluís;GP Junts pel sí;INDEPENDENT;BARCELONA;XI;Presidenta Parlament;;;ForcadellCarme;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Josep Maria Forné i Febrer;GP Junts pel sí;INDEPENDENT;LLEIDA;XI;;;;;;Junts Pel Sí;1;0;
CAT;1;Il·lma. Sra. Montserrat Fornells i Solé;GP Junts pel sí;ERC;LLEIDA;XI;;;;mfornells;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Gerard Gómez del Moral i Fuster;GP Junts pel sí;ERC;BARCELONA;XI;;;;gerardgomezf;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Germà Gordó i Aubarell;NO ADSRIT;INDEPENDENT;;XI;;;;germa_gordo;;Junts Pel Sí;0;0;
CAT;0;Il·lm. Sr. Lluís Guinó i Subirós;GP Junts pel sí;PDeCAT;GIRONA;XI;Vicepresident 1ª Parlament;;;lluisguino;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Chakir el Homrani Lesfar;GP Junts pel sí;ERC;BARCELONA;XI;;;;ChakirelHomrani;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Oriol Junqueras i Vies;GP Junts pel sí;ERC;;XI;;;;junqueras;;Junts Pel Sí;1;0;
CAT;1;I. Sra. M. Assumpció Laïlla i Jou;GP Junts pel sí;PDeCAT;;XI;;;;titonlailla;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Lluís Llach i Grande;GP Junts pel sí;INDEPENDENT;GIRONA;XI;;;;lluis_llach;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Neus Lloveras i Massana;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;neuslloveras;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Fabian Mohedano Morales;GP Junts pel sí;AVANCEM;BARCELONA;XI;;;;fabianmohedano;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Jordi Munell i Garcia;GP Junts pel sí;PDeCAT;GIRONA;XI;;;;jordimunell;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Jordi Orobitg i Solé;GP Junts pel sí;ERC;GIRONA;XI;;;;Jordi_Orobitg;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Montserrat Palau Vergés;GP Junts pel sí;INDEPENDENT;TARRAGONA;XI;;;;montsepalau;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Marta Pascal i Capdevila;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;martapascal;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Àngels Ponsa i Roca;GP Junts pel sí;PDeCAT;;XI;;;;angelsponsa;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Carles Prats i Cot;GP Junts pel sí;PDeCAT;TARRAGONA;XI;;;;carlespratscot;;Junts Pel Sí;1;0;
CAT;0;M. H. Sr. Carles Puigdemont i Casamajó;GP Junts pel sí;PDeCAT;;XI;;;;KRLS;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Eduardo Reyes i Pino;GP Junts pel sí;INDEPENDENT;BARCELONA;XI;;;;eduardorepi;;Junts Pel Sí;1;0;
CAT;1;H. Sra. Irene Rigau i Oliver;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;irenerigau;INACTIVO;Junts Pel Sí;1;0;
CAT;0;Il·lm. Sr. David Rodríguez i González;GP Junts pel sí;ERC;LLEIDA;XI;;;;david_drg;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Meritxell Roigé i Pedrola;GP Junts pel sí;PDeCAT;;XI;;;;meritxellroige;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Raül Romeva i Rueda;GP Junts pel sí;INDEPENDENT;BARCELONA;XI;;;;raulromeva;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Maria Rosell i Medall;GP Junts pel sí;PDeCAT;BARCELONA;XI;;;;;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Marta Rovira i Vergés;GP Junts pel sí;ERC;BARCELONA;XI;;;;martarovira;;Junts Pel Sí;1;0;
CAT;1;Il·lma. Sra. Maria Dolors Rovirola i Coromí;GP Junts pel sí;PDeCAT;;XI;;;;rovirola_dolors;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Josep Rull i Andreu;GP Junts pel sí;PDeCAT;;XI;;;;joseprull;;Junts Pel Sí;1;0;
CAT;0;Il·lm. Sr. Sergi Sabrià i Benito;GP Junts pel sí;ERC;;XI;Portaveu ERC;;;sergisabria;;Junts Pel Sí;1;0;
