ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;Partido gobierno autonomico;gobierno_auto;gobierno_central;
VAL;0;Woodward Poch, Antonio Joaquín;Ciudadanos;Ciudadanos;Alacant;IX;;;;woodpeckercs;;PSPV-PSOE - Compromís;0;0;
VAL;1;Yáñez Motos, María Remedio;Popular;PP;Alacant;IX;;;;remeyanez;;PSPV-PSOE - Compromís;0;1;
VAL;0;Zaplana López, José Juan;Popular;PP;Alacant;IX;;;;josejuanzaplana;;PSPV-PSOE - Compromís;0;1;
PB;0;Agirre Garitaonandia, Jasone;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;AgirreGarita;;PNV-PSE/EE;0;0;
PB;0;Aguirre Arizmendi, Iñaki;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Aiartza Zallo, Jon;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Alonso Aranegui, Alfonso;GP PV-ETP;PP;ARABA;XI;;;;AlfonsoAlonsoPP;;PNV-PSE/EE;0;1;
PB;0;Andueza Lorenzo, Eneko;GP SV-EE;PSOE;GIPUZKOA;XI;;;;enekoandueza;;PNV-PSE/EE;1;0;
PB;1;Arana Varas, Eukene;GP EP;PODEMOS;BIZKAIA;XI;;;;eukenearana;;PNV-PSE/EE;0;0;
PB;1;Arregi Romarate, Amaia;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Arrizabalaga Arruza, Leixuri;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Arruabarrena Azpitarte, Mikel;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Arzuaga Gumuzio, Julen;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;julenaretakoa;;PNV-PSE/EE;0;0;
PB;0;Álvarez Martínez, Gorka;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;GorkaAlvarez;;PNV-PSE/EE;1;0;
PB;0;Barrio Baroja, Carmelo;GP PV-ETP;PP;ARABA;XI;;;;barriobaroja;;PNV-PSE/EE;0;1;
PB;0;Becerra Carollo, Jose Ramón;GP EP;PODEMOS;ARABA;XI;;;;JoseRa_Becerra;;PNV-PSE/EE;0;0;
PB;1;Berasaluze Lazkano, Irune;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;IruneBerasaluze;;PNV-PSE/EE;1;0;
PB;0;Berriozabal Bóveda, Jone;GP EA-NV;EAJ-PNV;ARABA;XI;;;;joneberriozabal;;PNV-PSE/EE;1;0;
PB;1;Betolaza San Miguel, Amaia;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Blanco de Angulo, Eva;GP EH Bildu;EH BILDU;ARABA;XI;;;;evaehbildu;;PNV-PSE/EE;0;0;
PB;0;Bollain Urbieta, Julen;GP EP;PODEMOS;GIPUZKOA;XI;;;;JulenBollain;;PNV-PSE/EE;0;0;
PB;0;Casanova Alonso, Iker;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;ikerkasanova;;PNV-PSE/EE;0;0;
PB;1;Castelo de Sa, Alexia;GP SV-EE;PSOE;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Corcuera Leunda, Susana;GP SV-EE;PSOE;GIPUZKOA;XI;;;;SusanaCorcueraL;;PNV-PSE/EE;1;0;
PB;0;Damborenea Basterrechea, Antonio;GP PV-ETP;PP;BIZKAIA;XI;;;;;;PNV-PSE/EE;0;1;
PB;1;de Bengoechea Estrade, Juana;GP PV-ETP;PP;GIPUZKOA;XI;;;;;;PNV-PSE/EE;0;1;
PB;0;Egibar Artola, Joseba;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Estarrona Elizondo, Josu;GP EH Bildu;EH BILDU;ARABA;XI;;;;Josu_Estarrona;;PNV-PSE/EE;0;0;
PB;1;Etxebarrieta Legrand, Oihana;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;BetaurrekoMorea;;PNV-PSE/EE;0;0;
PB;1;García Larrimbe, Edurne;GP EP;PODEMOS;ARABA;XI;;;;Edurne_Garcia_;;PNV-PSE/EE;0;0;
PB;1;Garrido Knörr, Laura;GP PV-ETP;PP;ARABA;XI;;;;lgarridoknorr;;PNV-PSE/EE;0;1;
PB;0;Goirizelaia Ordorika, Jone;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;;;PNV-PSE/EE;0;0;
PB;1;Gorospe Elezkano, Miren Josune;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Grajales Rodríguez, Unai;GP EA-NV;EAJ-PNV;ARABA;XI;;;;UnaiGrajales;;PNV-PSE/EE;1;0;
PB;1;Guanche Suárez, Tinixara;GP EP;PODEMOS;BIZKAIA;XI;;;;tinixaraguanche;;PNV-PSE/EE;0;0;
PB;1;Gurrutxaga Uranga, Maialen;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;MaialenGurru;;PNV-PSE/EE;1;0;
PB;0;Hernandez Hidalgo, Jon;GP EP;PODEMOS;GIPUZKOA;XI;;;;txonigorri;;PNV-PSE/EE;0;0;
PB;1;Iriarte Okiñena, Maddalen;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;MaddalenIriarte;;PNV-PSE/EE;0;0;
PB;0;Iturrate Ibarra, Iñigo;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Kortajarena Ibañez, Nerea;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;Nkortajarena;;PNV-PSE/EE;0;0;
PB;1;Larrauri Aranguren, Estíbaliz;GP EA-NV;EAJ-PNV;ARABA;XI;;;;elarrauri;;PNV-PSE/EE;1;0;
PB;1;Larrion Ruiz de Gauna, Miren;GP EH Bildu;EH BILDU;ARABA;XI;;;;miren_larrion;;PNV-PSE/EE;0;0;
PB;0;Latxaga Ugartemendia, David;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Llanos Gómez, Nerea;GP PV-ETP;PP;BIZKAIA;XI;;;;nereallanospp;;PNV-PSE/EE;0;1;
PB;1;Lopez de Arroyabe Saez de Maturana, Eva;GP EH Bildu;EH BILDU;ARABA;XI;;;;;;PNV-PSE/EE;0;0;
PB;1;López de Ocariz López de Munain, M.ª del Carmen;GP PV-ETP;PP;ARABA;XI;;;;M_CarmenOcariz;;PNV-PSE/EE;0;1;
PB;1;Macazaga Saenz, Cristina;GP EP;PODEMOS;ARABA;XI;;;;cmacazaga;;PNV-PSE/EE;0;0;
PB;0;Martinez Zatón, Iñigo;GP EP;PODEMOS;ARABA;XI;;;;InigoMZaton;;PNV-PSE/EE;0;0;
PB;0;Martínez Hierro, Lander;GP EP;PODEMOS;BIZKAIA;XI;Portavoz;;;LanderMartinez_;;PNV-PSE/EE;0;0;
PB;1;Mendia Cueva, Idoia;GP SV-EE;PSOE;BIZKAIA;XI;;;;IdoiaMendia;;PNV-PSE/EE;1;0;
PB;1;Mendizabal Mendizabal, Garbiñe;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;Etxetxo;;PNV-PSE/EE;1;0;
PB;1;Molina Pérez, Rakel;GP EA-NV;EAJ-PNV;ARABA;XI;;;;Rakeltxm;;PNV-PSE/EE;1;0;
PB;0;Orbegozo Uribe, Kerman;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Oregi Bastarrika, Ana Isabel;GP EA-NV;EAJ-PNV;ARABA;XI;;;;AnaOregi;;PNV-PSE/EE;1;0;
PB;1;Otalora Ariño, Begoña;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Otamendi Tolosa, Maider;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;maiderotamendi;;PNV-PSE/EE;0;0;
PB;0;Otero Gabirondo, Mikel;GP EH Bildu;EH BILDU;ARABA;XI;;;;otero_mikel;;PNV-PSE/EE;0;0;
PB;0;Pastor Garrido, José Antonio;GP SV-EE;PSOE;BIZKAIA;XI;;;;JoseanPastor;;PNV-PSE/EE;1;0;
PB;1;Pinedo Bustamante, Leire;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;pinedoleire;;PNV-PSE/EE;0;0;
PB;0;Prieto San Vicente, Txarli;GP SV-EE;PSOE;ARABA;XI;;;;txarliprieto;;PNV-PSE/EE;1;0;
PB;0;Ramírez-Escudero Isusi, Juan Carlos;GP EA-NV;EAJ-PNV;ARABA;XI;;;;;;PNV-PSE/EE;1;0;
PB;1;Rojo Solana, Natalia;GP SV-EE;PSOE;ARABA;XI;;;;natagorri;;PNV-PSE/EE;1;0;
PB;1;Romero Pozo, Rafaela;GP SV-EE;PSOE;GIPUZKOA;XI;;;;rafaela_romero;;PNV-PSE/EE;1;0;
PB;0;Ruiz de Arbulo Cerio, Javier;GP PV-ETP;PP;ARABA;XI;;;;JavierRuiz_PP ‏;;PNV-PSE/EE;0;1;
PB;1;Sánchez Martín, Gloria;GP SV-EE;PSOE;ARABA;XI;;;;gloria_marti;;PNV-PSE/EE;1;0;
PB;0;Semper Pascual, Francisco de Borja;GP PV-ETP;PP;GIPUZKOA;XI;;;;bsemper;;PNV-PSE/EE;0;1;
PB;1;Tejeria Otermin, Bakartxo;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Tellería Orriols, Luis Javier;GP EA-NV;EAJ-PNV;ARABA;XI;;;;luisjatelle;;PNV-PSE/EE;1;0;
PB;1;Ubera Aranzeta, Rebeka;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;RebekaUbera;;PNV-PSE/EE;0;0;
PB;1;Ugarte Zubizarreta, Larraitz;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;larraitz_ugarte;;PNV-PSE/EE;0;0;
PB;0;Uribe-Etxebarria Apalategi, Luke;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;Iturtabarrena;;PNV-PSE/EE;1;0;
PB;0;Urizar Karetxe, Pello;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;pellourizar;;PNV-PSE/EE;0;0;
PB;0;Uría Serrano, Juan Luis;GP EP;PODEMOS;BIZKAIA;XI;;;;jl_uria;;PNV-PSE/EE;0;0;
PB;0;Urkullu Renteria, Iñigo;GP EA-NV;EAJ-PNV;ARABA;XI;;;;urkulluLHK;;PNV-PSE/EE;1;0;
PB;0;Urrutia Oianguren, Aitor;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;PNV-PSE/EE;1;0;
PB;0;Urruzuno Urresti, Unai;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;uurruzuno;;PNV-PSE/EE;0;0;
PB;1;Zabala Artano, Maria Pilar;GP EP;PODEMOS;GIPUZKOA;XI;;;;pili_zabala;;PNV-PSE/EE;0;0;
PB;0;Zorrilla Ibañez, Joseba;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;PNV-PSE/EE;1;0;
MUR;1;Consuelo Cano Hernández;GP Socialista;PSOE;ÚNICA;IX;;;;consuelopsrm;;PP;0;0;
MUR;0;Jesús Cano Molina;GP Popular;PP;ÚNICA;IX;;;;jecamol;;PP;1;1;
MUR;1;Isabel María Casalduero Jódar;GP Socialista;PSOE;ÚNICA;IX;;;;Isacasalduero;;PP;0;0;
MUR;0;Miguel Cascales Tarazona;GP Popular;PP;ÚNICA;IX;;;;MiguelCascalesT;;PP;1;1;
MUR;0;Domingo Coronado Romero;GP Popular;PP;ÚNICA;IX;;;;domin_coronado;;PP;1;1;
MUR;1;María Patricia Fernández López;GP Popular;PP;ÚNICA;IX;;;;PatriciaArchena;;PP;1;1;
MUR;0;Luis Francisco Fernández Martínez;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;csluisfernandez;;PP;0;0;
MUR;1;Yolanda Fernández Sánchez;GP Socialista;PSOE;ÚNICA;IX;;;;YolandaFersan;;PP;0;0;
MUR;1;María Ángeles García Navarro;GP Podemos;PODEMOS;ÚNICA;IX;;;;MariaAngelesGN;;PP;0;0;
MUR;0;Miguel García Quesada;GP Podemos;PODEMOS;ÚNICA;IX;;;;miguelmiguel;;PP;0;0;
MUR;1;María Giménez Casalduero;GP Podemos;PODEMOS;ÚNICA;IX;;;;maria_gimenez1;;PP;0;0;
MUR;1;Inmaculada González Romero;GP Popular;PP;ÚNICA;IX;;;;inmagonzalezr;;PP;1;1;
MUR;0;Rafael González Tovar;GP Socialista;PSOE;ÚNICA;IX;;;;RafaGTovar;;PP;0;0;
MUR;0;Juan Guillamón Álvarez;GP Popular;PP;ÚNICA;IX;;;;JuanGuillamon;;PP;1;1;
MUR;0;Antonio Guillamón Insa;GP Socialista;PSOE;ÚNICA;IX;;;;aguillamoninsa;;PP;0;0;
MUR;0;Javier Iniesta Alcázar;GP Popular;PP;ÚNICA;IX;;;;JIA1966;;PP;1;1;
MUR;0;Emilio Ivars Ferrer;GP Socialista;PSOE;ÚNICA;IX;;;;eivars;;PP;0;0;
MUR;0;Francisco Jodar Alonso;GP Popular;PP;ÚNICA;IX;;;;paco_jodar;;PP;1;1;
MUR;0;Fernando López Miras;GP Popular;PP;ÚNICA;IX;;;;LopezMirasF;;PP;1;1;
MUR;1;María López Montalbán;GP Podemos;PODEMOS;ÚNICA;IX;;;;MariaLMontalban;;PP;0;0;
MUR;0;Miguel Ángel López Morell;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;mlmorell;;PP;0;0;
MUR;0;Joaquín López Pagán;GP Socialista;PSOE;ÚNICA;IX;;;;JoaquinLopezP;;PP;0;0;
MUR;1;Presentación López Piñero;GP Socialista;PSOE;ÚNICA;IX;;;;presenlp;;PP;0;0;
MUR;1;Ascensión Ludeña López;GP Socialista;PSOE;ÚNICA;IX;;;;Choni_Lude;;PP;0;0;
MUR;0;Alfonso Martínez Baños;GP Socialista;PSOE;ÚNICA;IX;;;;Alfonso160958;;PP;0;0;
MUR;0;Ángel Rafael Martínez Lorente;GP Socialista;PSOE;ÚNICA;IX;;;;AngelRafaelML;;PP;0;0;
MUR;0;Víctor Manuel Martínez Muñoz;GP Popular;PP;ÚNICA;IX;Portavoz GP;;;victormmartinez;;PP;1;1;
MUR;0;Víctor Martínez-Carrasco Guzmán;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;1;Monica Meroño Fernández;GP Popular;PP;ÚNICA;IX;;;;monicamerono;;PP;1;1;
MUR;0;Juan José Molina Gallardo;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;JuanjoMoliGal;;PP;0;0;
MUR;1;Adoración Molina López;GP Popular;PP;ÚNICA;IX;;;;dorialcayna66;;PP;1;1;
MUR;1;María Rosario Montero Rodríguez;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;0;Jesús Navarro Jiménez;GP Socialista;PSOE;ÚNICA;IX;;;;navarroximenez;;PP;0;0;
MUR;0;Marcos Ortuño Soto;GP Popular;PP;ÚNICA;IX;;;;MarcosOrtuno;;PP;1;1;
MUR;0;Juan Pagán Sánchez;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;0;Andres Pedreño Cánovas;GP Podemos;PODEMOS;ÚNICA;IX;;;;andrespe2008;;PP;0;0;
MUR;0;Juan Luis Pedreño Molina;GP Popular;PP;ÚNICA;IX;;;;juan_pedreno;INACTIVO;PP;1;1;
MUR;1;Rosa Peñalver Pérez;GP Socialista;PSOE;ÚNICA;IX;;;;;;PP;0;0;
MUR;1;Ana Ruiz Puerta;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;1;María Elena Ruiz Valderas;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;0;Miguel Sánchez López;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;mikysalo;;PP;0;0;
MUR;0;Domingo José Segado Martínez;GP Popular;PP;ÚNICA;IX;;;;;;PP;1;1;
MUR;1;Isabel María Soler Hernández;GP Popular;PP;ÚNICA;IX;;;;isoleraguilas;;PP;1;1;
MUR;0;José Soria García;GP Popular;PP;ÚNICA;IX;;;;JoseSoriaGarcia;;PP;1;1;
MUR;0;Óscar Urralburu Arza;GP Podemos;PODEMOS;ÚNICA;IX;;;;oscarburu;;PP;0;0;
I. BALEARS;1;Hble. Sra. Margalida CABRER I GONZÁLEZ ;GP Popular;PP;MALLORCA;IX;;;;;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Antoni CAMPS I CASASNOVAS ;GP Popular;PP;MENORCA;IX;;;;AntoniCamps;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Gabriel COMPANY I BAUZÁ ;GP Popular;PP;MALLORCA;IX;;;;CompanyBiel;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Sandra FERNÁNDEZ I HERRANZ ;GP Popular;PP;MALLORCA;IX;;;;Sanfh;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Antonio GÓMEZ I PÉREZ ;GP Popular;PP;MALLORCA;IX;;;;;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Miquel A. JEREZ I JUAN ;GP Popular;PP;EIVISSA;IX;Secretari Segon mesa Parlament;;;miqueljerez;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Juan Manuel LAFUENTE I MIR ;GP Popular;PP;MENORCA;IX;;;;LafuenteJM;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. María Tania MARÍ I MARÍ ;GP Popular;PP;EIVISSA;IX;;;;tania_ibz;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Margaret MERCADAL I CAMPS ;GP Popular;PP;MENORCA;IX;;;;margaretmercada;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Rafael NADAL I HOMAR ;GP Popular;PP;MALLORCA;IX;;;;;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Antònia PERELLÓ I JORQUERA ;GP Popular;PP;MALLORCA;IX;;;;;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Margarita PROHENS I RIGO ;GP Popular;PP;MALLORCA;IX;;;;MargaProhens;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Sara RAMÓN I ROSELLÓ ;GP Popular;PP;EIVISSA;IX;;;;sararamnrosell;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. María José RIBAS I RIBAS ;GP Popular;PP;EIVISSA;IX;;;;MaraJosRibas1;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Maria Núria RIERA I MARTOS ;GP Popular;PP;MALLORCA;IX;;;;MNuriaRiera;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Vicent SERRA I FERRER ;GP Popular;PP;EIVISSA;IX;;;;VicentSerraF;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. Misericordia SUGRAÑES I BARENYS ;GP Popular;PP;MENORCA;IX;;;;coiasu;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Santiago TADEO I FLORIT ;GP Popular;PP;MENORCA;IX;;;;;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Miquel VIDAL I VIDAL ;GP Popular;PP;MALLORCA;IX;Vicepresident segon Mesa parlament;;;MiquelVidalv;;PSOE;0;1;
I. BALEARS;0;Hble. Sr. Andreu ALCOVER I ORDINAS ;GP Socialista;PSOE;MALLORCA;IX;;;;andreualcover;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Francesca Lluch ARMENGOL I SOCIAS ;GP Socialista;PSOE;MALLORCA;IX;;;;F_Armengol;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Elena BAQUERO I GONZÁLEZ ;GP Socialista;PSOE;MENORCA;IX;;;;elena_baquero1;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Damià BORRÀS I BARBER ;GP Socialista;PSOE;MENORCA;IX;;;;damiaborras;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Maria José CAMPS I ORFILA ;GP Socialista;PSOE;MENORCA;IX;;;;CampsOrf;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Silvia CANO I JUAN ;GP Socialista;PSOE;MALLORCA;IX;;;;silviacanojuan;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Enrique CASANOVA I PEIRO ;GP Socialista;PSOE;EIVISSA;IX;;;;EnrCasanova;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Pilar COSTA I SERRA ;GP Socialista;PSOE;EIVISSA;IX;;;;PilarCostaSerr1;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Jaime Juan GARAU I SALAS ;GP Socialista;PSOE;MALLORCA;IX;;;;;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Silvia LIMONES I COSTA ;GP Socialista;PSOE;EIVISSA;IX;;;;silvialimones;;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Conxa OBRADOR I GUZMAN ;GP Socialista;PSOE;MALLORCA;IX;;;;ConxaGuzman;INACTIVO;PSOE;1;0;
I. BALEARS;1;Hble. Sra. Isabel Maria OLIVER I SAGRERAS ;GP Socialista;PSOE;MALLORCA;IX;;;;;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Xico TARRÉS I MARÍ ;GP Socialista;PSOE;EIVISSA;IX;;;;XicoTarres;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Vicenç THOMÀS I MULET ;GP Socialista;PSOE;MALLORCA;IX;Vicepresident primer mesa Parlament;;;vthomasm;;PSOE;1;0;
I. BALEARS;0;Hble. Sr. Salvador AGUILERA I CARRILLO ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;salvaguilera;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Laura CAMARGO I FERNÁNDEZ ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;Laurarevolta;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Alberto JARABO I VICENTE ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;albertjarabo;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Marta MAICAS I ORTIZ ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;martamaicas1;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. David MARTÍNEZ I PABLO ;GP Podem Illes Balears;Podemos;MENORCA;IX;;;;damarpab;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Aitor MORRÁS I ALZUGARAY ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;AitorMorras;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Baltasar PICORNELL I LLADÓ ;GP Podem Illes Balears;Podemos;MALLORCA;IX;President mesa Parlament;;;BaltiPicornell;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Carlos SAURA I LEÓN ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;CarlosSauraL;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. David ABRIL I HERVÁS ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;abrildavid;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Gabriel BARCELÓ I MILTA ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;bielbarcelo;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Isabel M. BUSQUETS I HIDALGO ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;busquets_bel;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Joana Aina CAMPOMAR I ORELL ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;Secretària primera mesa parlament;;;jacampomar;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Josep FERRÀ I TERRASA ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;JosepFerra;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Antoni REUS I DARDER ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;a_reus;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Josep CASTELLS I BARÓ ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Patricia FONT I MARBÁN ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Nel MARTÍ I LLUFRIU ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;nel_marti;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Jaume FONT I BARCELÓ ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;JaumeFont_;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Josep MELIÀ I QUES ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;JosepMelia;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. M. Antònia SUREDA I MARTÍ ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;MAntSureda;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Olga BALLESTER I NEBOT ;GP MIXT;CIUDADANOS-PARTIDO DE LA CIUDADANIA;MALLORCA;IX;;;;ballesternebot;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Álvaro GIJÓN I CARRASCO ;GP MIXT;PP;MALLORCA;IX;;;;agijonc;;PSOE;0;1;
I. BALEARS;1;Hble. Sra. María Consuelo HUERTAS I CALATAYUD ;GP MIXT;PODEMOS;MALLORCA;IX;;;;XELOHUERTAS;;PSOE;0;0;
I. BALEARS;0;Hble. Sr. Xavier PERICAY I HOSTA ;GP MIXT;CIUDADANOS-PARTIDO DE LA CIUDADANIA;MALLORCA;IX;;;;xpericay;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Mª Montserrat SEIJAS I PATIÑO ;GP MIXT;PODEMOS;MENORCA;IX;;;;;;PSOE;0;0;
I. BALEARS;1;Hble. Sra. Sílvia TUR I RIBAS ;GP MIXT;GENTxFORMENTERA+PARTIT SOCIALISTA DE LES ILLES BALEARS;FORMENTERA;IX;;;;TurRibas;;PSOE;0;0;
GALICIA;1;Amigo Díaz, María Encarnación;Gpopular;PP;LUGO;X;;;;EncarnaAmigoSER;;PP;1;1;
GALICIA;1;Antón Vilasánchez, María Ángeles;Gpopular;PP;A CORUÑA;X;;;;mariaantn2;;PP;1;1;
GALICIA;1;Arias Rodríguez, Raquel;Gpopular;PP;LUGO;X;;;;Raquel_Arias_Ro;;PP;1;1;
GALICIA;0;Balseiros Guinarte, Silvestre José;Gpopular;PP;PONTEVEDRA;X;;;;;;PP;1;1;
GALICIA;0;Blanco Paradelo, Moisés;Gpopular;PP;OURENSE;X;;;;mblancoparadelo;;PP;1;1;
GALICIA;0;Calvo Pouso, Diego;Gpopular;PP;A CORUÑA;X;;;;DiegoCalvoPouso;;PP;1;1;
GALICIA;0;Castiñeira Broz, Jaime;Gpopular;PP;LUGO;X;;;;jaimecastineira;;PP;1;1;
