ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;;
ARA;1;Ferrando Lafuente, María José ;GP Popular;PP;HUESCA;IX;;;;MariaJosFerran2;;;
ARA;0;Galve Juan, Fernando Jesús ;GP Popular;PP;TERUEL;IX;;;;;;;
ARA;0;Gamarra Ezquerra, Carlos ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;CarlosGamarraU;;;
ARA;0;García Madrigal, Florencio ;GP Socialista;PSOE;ZARAGOZA;IX;Vicepresidente Primero de la Mesa;;;fgmadrigalPSOE;;;
ARA;1;García Muñoz, Isabel ;GP Socialista;PSOE;ZARAGOZA;IX;;;;isabeldemuel;;;
ARA;1;Gaspar Martínez, Susana ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;susanagaspar_cs;;;
ARA;0;Gay Navarro, Raul ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;viajeroaitaca_;;;
ARA;0;González Celaya, Fernando ;GP Popular;PP;HUESCA;IX;;;;;;;
ARA;0;Guerrero de la Fuente, Jesús ;GP Partido Aragones;PAR;HUESCA;IX;;;;Jesussguerrero;;;
ARA;1;Guillén Campo, Lucía ;GP Partido Aragones;PAR;HUESCA;IX;;;;;;;
ARA;0;Guillén Izquierdo, Vicente ;GP Socialista;PSOE;TERUEL;IX;;;;vicenteguilleni;;;
ARA;1;Herrero Herrero, María ;GP Partido Aragones;PAR;TERUEL;IX;;;;MariaHerreroBis;;;
ARA;0;Lafuente Belmonte, Miguel Ángel ;GP Popular;PP;TERUEL;IX;;;;007lafuente;;;
ARA;0;Lambán Montañés, Francisco Javier ;GP Socialista;PSOE;ZARAGOZA;IX;;;;JLambanM;;;
ARA;0;Ledesma Gelas, Fernando ;GP Popular;PP;ZARAGOZA;IX;;;;FLEDESMAGELAS;;;
ARA;0;Lobón Sobrino, Modesto ;GP Popular;PP;ZARAGOZA;IX;;;;ModestoLobon;;;
ARA;1;Luquin Cabello, Ana Patricia ;GP Mixto;IU;ZARAGOZA;IX;;;;PatriciaLuquin;;;
ARA;1;Marín Pérez, Ana ;GP Popular;PP;TERUEL;IX;;;;;;;
ARA;1;Martínez Romances, Carmen ;GP Mixto;CHA;ZARAGOZA;IX;;;;CarmenMRomances;;;
ARA;0;Martínez Romero, José Javier ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;;;;jmartinezcs;;;
ARA;1;Moratinos Gracia, Olvido ;GP Socialista;PSOE;HUESCA;IX;;;;OMoratinos;;;
ARA;0;Navarro Vicente, Miguel Ángel ;GP Popular;PP;TERUEL;IX;;;;mnavarrovicente;;;
ARA;0;Oliván Bellosta, Ricardo Francisco ;GP Popular;PP;HUESCA;IX;;;;RicardoOlivan;;;
ARA;1;Orós Lorente, María Ángeles ;GP Popular;PP;ZARAGOZA;IX;;;;MarianOros;;;
ARA;1;Pérez Esteban, María Teresa ;GP Socialista;PSOE;TERUEL;IX;;;;MaytePerez2;;;
ARA;0;Peris Millán, Eduardo ;GP Popular;PP;ZARAGOZA;IX;;;;eduardoperis;;;
ARA;1;Periz Peralta, Margarita ;GP Socialista;PSOE;HUESCA;IX;;;;Margaperiz;;;
ARA;1;Pescador Salueña, Desirée ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;;;;DesireePescador;;;
ARA;1;Plantagenet-Whyte Pérez, Rosa ;GP Popular;PP;ZARAGOZA;IX;;;;rosaplantagenet;;;
ARA;1;Prades Alquézar, Marta ;GP Podemos Aragon;Podemos Aragon;TERUEL;IX;;;;martaprades66;;;
ARA;0;Pueyo García, Enrique ;GP Socialista;PSOE;HUESCA;IX;;;;quiqueainsa;;;
ARA;0;Sabés Turmo, Fernando ;GP Socialista;PSOE;HUESCA;IX;;;;fsabes;;;
ARA;0;Sada Beltrán, José Javier ;GP Socialista;PSOE;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;JavierSadaB;;;
ARA;0;Sancho Iñiguez, Herminio ;GP Socialista;PSOE;TERUEL;IX;;;;sancho_herminio;;;
ARA;0;Sancho Guardia, Alfredo ;GP Socialista;PSOE;HUESCA;IX;;;;;;;
ARA;0;Sansó Olmos, Jesús Esteban ;GP Ciudadanos;Ciudadanos;HUESCA;IX;;;;jsansoolmos;;;
ARA;1;Santos Loriente, Marta de ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;Martafigonera;;;
ARA;1;Sanz Méliz, Erika ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;ekrica;;;
ARA;1;Serrat Moré, Dolores ;GP Popular;PP;ZARAGOZA;IX;;;;;;;
ARA;0;Sierra Barreras, Román Alberto ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;roman_nin;;;
ARA;1;Soria Sarnago, Leticia ;GP Socialista;PSOE;ZARAGOZA;IX;;;;leti_soria;;;
ARA;0;Suárez Oriz, Antonio ;GP Popular;PP;ZARAGOZA;IX;;;;;;;
ARA;1;Susín Gabarre, Carmen María ;GP Popular;PP;HUESCA;IX;;;;;;;
ARA;0;Torres Millera, Antonio ;GP Popular;PP;HUESCA;IX;Vicepresidente Segundo de la Mesa;;;atorresmillera;;;
ARA;1;Vallés Cases, María Yolanda ;GP Popular;PP;TERUEL;IX;Secretaria Segunda de la Mesa;;;;;;
ARA;1;Vaquero Periánez, María del Mar ;GP Popular;PP;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;MarVaqueroPeria;;;
ARA;1;Vicente Lapuente, Julia ;GP Socialista;PSOE;TERUEL;IX;Secretaria Primera de la Mesa;;;julietavla;;;
ARA;0;Vicente Ocón, Héctor ;GP Podemos Aragon;Podemos Aragon;TERUEL;IX;;;;hecvio;;;
ARA;0;Villagrasa Villagrasa, Darío ;GP Socialista;PSOE;ZARAGOZA;IX;;;;Darvilvil;;;
ARA;1;Zamora Mora, Pilar Marimar ;GP Socialista;PSOE;ZARAGOZA;IX;;;;PilimarZamora;;;
ARA;1;Zapater Vera, Berta ;GP Partido Aragones;PAR;TERUEL;IX;;;;bertazapater;;;
CAN;0;Acuña Betancort, Marciano;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;MarciCanarias;;;
CAN;1;Acuña Machín, Gladis;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;AcunaMachin;;;
CAN;1;Alemán Ojeda, Nayra;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;NayraAlemanOjed;;;
CAN;1;Allende Riera, Belén;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;ballende1;;;
CAN;0;Álvaro Lavandera, Iñaki;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;ialavandera;;;
CAN;0;Antona Gómez, Asier;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;asierantona;;;
CAN;1;Arnaiz Martínez, Natividad;GP Podemos;Podemos;LAS PALMAS;IX;;;;natiarnaiz1;;;
CAN;1;Beato Castellano, Socorro;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;socorrobeato;;;
CAN;0;Cabrera de León, David;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;DavidCabreraDL;;;
CAN;0;Cabrera González, Mario;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;Secretario Primero de la Mesa;;;;;;
CAN;1;Cabrera Noda, Rosa Bella;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;;;;
CAN;1;Calero Saavedra, Nereida;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;;;;
CAN;0;Campos Jiménez, Luis Alberto;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;lcamposj;;;
CAN;0;Castro Cordobez, Antonio Ángel;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Clavijo Batlle, Fernando;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;EquipoClavijo;;;
CAN;1;Corujo Berriel, María Dolores;GP Socialista Canario;PSOE;LAS PALMAS;IX;Portavoz del Grupo Parlamentario;;;loli_mcorujo;;;
CAN;0;Corujo Bolaños, Gabriel;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;gabrielcorbol;;;
CAN;1;Cruz Oval, María Teresa;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Curbelo Curbelo, Casimiro;GP Mixto;ASG;SANTA CRUZ DE TENERIFE;IX;Portavoz del Grupo Parlamentario;;;CasimiroCurbel;;;
CAN;1;Darias San Sebastián, Carolina;GP Socialista Canario;PSOE;LAS PALMAS;IX;Presidenta de la Mesa;;;CarolinaDarias;;;
CAN;0;Déniz Ramírez, Francisco Antonio;GP Podemos;Podemos;SANTA CRUZ DE TENERIFE;IX;;;;Paco_Deniz;;;
CAN;0;Estalella Limiñana, José Tomás;GP Popular;PP;LAS PALMAS;IX;;;;jose_estalella;;;
CAN;1;García Martínez, Dolores Alicia;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;lolagarciamar1;;;
CAN;0;García Ramos, Juan Manuel;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Gómez Hernández, Héctor;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;Secretario Segundo de la Mesa;;;Hectorgomezh;;;
CAN;0;Gómez Hernández, Zacarías;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;zacariasgomez_;;;
CAN;1;González González, Ana;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;GonzAnagonzalez;;;
CAN;1;González González, María Esther;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;Egonglez;;;
CAN;1;González Taño, María Guadalupe;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;Guadagleztano;;;
CAN;0;Hernández Gómez, Juan Ramón;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Hernández Guillén, Marcos Francisco;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;Marcoshdezgui;;;
CAN;1;Hernández Gutiérrez, Patricia;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;PatriciaHdezGut;;;
CAN;1;Hernández Labrador, Lorena;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;lorenahl_;;;
CAN;0;Hernández Miranda, Agustín;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;AgustinHMirand;;;
CAN;1;Hernández Pérez, María Victoria;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Hoz Fernández, David de la;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;Vicepresidente Primero de la Mesa;;;daviddelahoz9;;;
CAN;0;Jorge Blanco, Miguel Jesús;GP Popular;PP;LAS PALMAS;IX;;;;JorgeBlan;;;
CAN;1;Luis Domínguez, M.ª Elena;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;ElenaLuisD;;;
CAN;0;Luzardo Romano, Josefa;GP Popular;PP;LAS PALMAS;IX;;;;pepaluzardo;;;
CAN;1;Machín Tavío, Migdalia;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;midaliajg;;;
CAN;0;Márquez Fandiño, Juan José;GP Podemos;Podemos;LAS PALMAS;IX;;;;JMarquezFand;;;
CAN;0;Marrero Morales, Manuel;GP Podemos;Podemos;SANTA CRUZ DE TENERIFE;IX;;;;manolomarrerom;;;
CAN;0;Matos Expósito, Gustavo;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;matosgustavo;;;
CAN;1;Mendoza Rodríguez, Melodie;GP Mixto;ASG;SANTA CRUZ DE TENERIFE;IX;;;;melodiemendozar;;;
CAN;1;Montelongo González, Águeda;GP Popular;PP;LAS PALMAS;IX;;;;aguedamontelong;;;
CAN;1;Monzón Navarro, María Concepción;GP Podemos;Podemos;LAS PALMAS;IX;;;;Conchimn;;;
CAN;1;Navarro de Paz, María Australia;GP Popular;PP;LAS PALMAS;IX;Portavoz del Grupo Parlamentario;;;AustraliaPP;;;
CAN;1;Pérez Batista, Astrid María;GP Popular;PP;LAS PALMAS;IX;;;;AstridPerezBat;;;
CAN;0;Pérez Hernández, Manuel Marcos;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;;;;
CAN;0;Pitti González, José Manuel;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;josemanuelpitti;;;
CAN;0;Ramos Chinea, Jesús Ramón;GP Mixto;ASG;SANTA CRUZ DE TENERIFE;IX;;;;RamosChineaJ;;;
CAN;1;Reverón González, Luz;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;luzreveron;;;
CAN;1;Río Sánchez, María del;GP Podemos;Podemos;LAS PALMAS;IX;;;;MariadelRioS;;;
CAN;1;Rodríguez Herrera, Ventura del Carmen;GP Socialista Canario;PSOE;SANTA CRUZ DE TENERIFE;IX;;;;venturadelcarme;;;
CAN;0;Rodríguez Pérez, Pedro Manuel;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;PedroMRodg;;;
CAN;0;Rodríguez Rodríguez, Román;GP Nueva Canarias;NCA;LAS PALMAS;IX;Portavoz del Grupo Parlamentario;;;RomanRodWeb;;;
CAN;0;Rodríguez Valido, Pablo;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;PabloRodriguezV;;;
CAN;0;Ruano León, José Miguel;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;Portavoz del Grupo Parlamentario;;;ruanoleon;;;
CAN;1;Santana Perera, Noemí;GP Podemos;Podemos;LAS PALMAS;IX;Portavoz del Grupo Parlamentario;;;noepmp;;;
CAN;1;Tavío Ascanio, Cristina;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;Vicepresidenta Segunda de la Mesa;;;cristinatavio;;;
CYL;1;Acevedo Rodríguez, Gloria María  ;GP Socialista;PSOE;LEON;IX;;;;acebedo_g;;;
CYL;0;Aceves Galindo, José Luis;GP Socialista;PSOE;SEGOVIA;IX;;;;jlaceves;;;
CYL;1;Agudíez Calvo, Ana María;GP Socialista;PSOE;SEGOVIA;IX;;;;;;;
CYL;0;Alonso Romero, Jesús;GP Popular;PP;SORIA;IX;;;;jalonsoromero;;;
CYL;0;Álvarez Domínguez, Óscar;GP Socialista;PSOE;LEON;IX;;;;Oalvarezdo;;;
CYL;1;Angulo Martínez, María del Mar  ;GP Popular;PP;SORIA;IX;;;;;;;
CYL;1;Barcones Sanz, Virginia;GP Socialista;PSOE;SORIA;IX;;;;VirBarcones;;;
CYL;1;Barrio Jiménez, Natalia del;GP Podemos Castilla y León;Podemos Castilla y León;SEGOVIA;IX;;;;nataliadbarrio;;;
CYL;1;Blanco Llamas, María Isabel;GP Popular;PP;ZAMORA;IX;;;;MIsabelBlanco;;;
CYL;0;Blanco Muñiz,  Juan Jesús  ;GP Popular;PP;PALENCIA;IX;;;;;;;
CYL;0;Bravo Gozalo, José María;GP Popular;PP;SEGOVIA;IX;;;;;;;
CYL;0;Briones Martínez, Luis ;GP Socialista;PSOE;BURGOS;IX;;;;LuisBrionesMz;;;
CYL;0;Cabadas Cifuentes, Emilio José;GP Popular;PP;ZAMORA;IX;;;;emiliocabadas;;;
CYL;0;Castaño Sequeros, David ;GP Ciudadanos;Ciudadanos;SALAMANCA;IX;;;;davidcsequeros;;;
CYL;0;Centeno Trigos, Alfonso Ángel;GP Popular;PP;VALLADOLID;IX;;;;;;;
CYL;0;Cepa Álvarez, Juan Luis;GP Socialista;PSOE;SALAMANCA;IX;;;;JuanLuisCepa;;;
CYL;0;Chávez Muñoz, Carlos Eduardo;GP Podemos Castilla y León;Podemos Castilla y León;VALLADOLID;IX;Secretario Segundo de la Mesa;;;carlchm;;;
CYL;1;Clemente Municio, Silvia ;GP Popular;PP;SEGOVIA;IX;Presidenta de la Mesa;;;;;;
CYL;1;Cortés Calvo, Irene;GP Popular;PP;BURGOS;IX;;;;irenecortesc5;;;
CYL;1;Crespo Calles, María Manuela;GP Popular;PP;ZAMORA;IX;;;;ManuelaCrespoCa;;;
CYL;0;Cruz García, Salvador ;GP Popular;PP;SALAMANCA;IX;;;;;;;
CYL;0;Delgado Palacios, José Ignacio ;GP Ciudadanos;Ciudadanos;BURGOS;IX;;;;JIDelgadoCs;;;
CYL;1;Díaz-Caneja Fernández, María Josefa ;GP Socialista;PSOE;LEON;IX;;;;;;;
CYL;0;Díez Romero, Félix ;GP Podemos Castilla y León;Podemos Castilla y León;BURGOS;IX;;;;felix_mdep;;;
CYL;1;Domínguez Arroyo, Laura ;GP Podemos Castilla y León;Podemos Castilla y León;BURGOS;IX;;;;LauraDom1;;;
CYL;0;Fernández Carriedo, Carlos Javier Amando ;GP Popular;PP;PALENCIA;IX;;;;cfcarriedo;;;
CYL;0;Fernández Mañueco, Alfonso Fernando ;GP Popular;PP;SALAMANCA;IX;;;;alferma1;;;
CYL;0;Fernández Santiago, José Manuel ;GP Popular;PP;AVILA;IX;;;;JoseFSantiago21;;;
CYL;0;Fernández Santos, Juan Pablo ;GP Podemos Castilla y León;Podemos Castilla y León;LEON;IX;Portavoz del Grupo Parlamentario;;;_PabloFdez_;;;
CYL;0;Fuentes Rodríguez, Luis ;GP Ciudadanos;Ciudadanos;VALLADOLID;IX;Portavoz del Grupo Parlamentario;;;LuisFuentesCs;;;
CYL;0;Galicia Jaramillo, Vidal ;GP Popular;PP;AVILA;IX;;;;;;;
CYL;1;García Cirac, María Josefa ;GP Popular;PP;SALAMANCA;IX;;;;;;;
CYL;1;García Herrero, María Ángeles ;GP Popular;PP;SEGOVIA;IX;;;;ppcarbonero;;;
CYL;0;García Martínez, Manuel ;GP Popular;PP;LEON;IX;;;;ManuelGarciaVq;;;
CYL;1;García Rodríguez, Alicia ;GP Popular;PP;AVILA;IX;;;;AliciaGarcia_Av;;;
CYL;1;González Guerrero, Lorena ;GP Podemos Castilla y León;Podemos Castilla y León;LEON;IX;;;;Lorena_Podemos;;;
CYL;1;González Pereda, María Mar ;GP Popular;PP;LEON;IX;;;;;;;
CYL;0;González Reglero, Pedro ;GP Socialista;PSOE;VALLADOLID;IX;;;;;;;
CYL;0;Guerrero Arroyo, Jesús ;GP Socialista;PSOE;PALENCIA;IX;;;;Jesus_GuerreroA;;;
CYL;0;Heras Jiménez, Pedro Antonio ;GP Popular;PP;SORIA;IX;;;;;;;
CYL;0;Hernández Martínez, Ángel ;GP Socialista;PSOE;SORIA;IX;;;;angelherma;;;
CYL;0;Herrera Campo, Juan Vicente ;GP Popular;PP;BURGOS;IX;;;;;;;
CYL;0;Hoz Quintano, Raúl de la ;GP Popular;PP;VALLADOLID;IX;Portavoz del Grupo Parlamentario;;;raulhoz;;;
CYL;0;Ibáñez Hernando, Ángel Mariano ;GP Popular;PP;BURGOS;IX;;;;;;;
CYL;0;Izquierdo Roncero, José Javier ;GP Socialista;PSOE;VALLADOLID;IX;;;;javizqui;;;
CYL;1;Jiménez Campano, Virginia ;GP Socialista;PSOE;BURGOS;IX;;;;;;;
CYL;0;López Prieto, Ricardo ;GP Podemos Castilla y León;Podemos Castilla y León;PALENCIA;IX;;;;RicarLP;;;
CYL;0;López Vilaboa, José Máximo ;GP Popular;PP;BURGOS;IX;;;;;;;
CYL;0;Lora Cumplido, Álvaro ;GP Socialista;PSOE;LEON;IX;;;;alora86;;;
CYL;1;Marcos Ortega, Milagros ;GP Popular;PP;PALENCIA;IX;;;;milamarcos08;;;
CYL;1;Maroto del Olmo, Marta  ;GP Popular;PP;VALLADOLID;IX;;;;;;;
CYL;0;Martín Benito, José Ignacio ;GP Socialista;PSOE;ZAMORA;IX;;;;cortes_joseigna;;;
CYL;1;Martín Juárez, María Mercedes ;GP Socialista;PSOE;AVILA;IX;;;;mmjisasi13;;;
CYL;0;Martín Martínez, José Francisco ;GP Socialista;PSOE;VALLADOLID;IX;;;;;;;
CYL;0;Martínez Antolín, Jorge Domingo ;GP Popular;PP;PALENCIA;IX;;;;;;;
CYL;1;Miguélez Simón, María Concepción ;GP Popular;PP;SALAMANCA;IX;;;;;;;
CYL;0;Mitadiel Martínez, Manuel ;GP Ciudadanos;Ciudadanos;LEON;IX;;;;mmitadiel;;;
CYL;0;Montero Muñoz, Juan Carlos ;GP Socialista;PSOE;AVILA;IX;;;;;;;
CYL;1;Moreno Saugar, María Victoria ;GP Popular;PP;AVILA;IX;;;;;;;
CYL;1;Muñoz de la Peña González, Ana Maria;GP Socialista;PSOE;SALAMANCA;IX;;;;anamunozdelapen;;;
CYL;1;Muñoz Sánchez, Isabel ;GP Podemos Castilla y León;Podemos Castilla y León;SALAMANCA;IX;;;;belsaisalamanca;;;
CYL;1;Olmo Moro, Maria del Pilar del;GP Popular;PP;VALLADOLID;IX;;;;;;;
CYL;0;Otero Merayo, José Manuel ;GP Popular;PP;LEON;IX;;;;;;;
CYL;1;Pablos Labajo, María Consolación ;GP Socialista;PSOE;PALENCIA;IX;;;;chelopablos;;;
CYL;0;Pablos Romo, Fernando ;GP Socialista;PSOE;SALAMANCA;IX;;;;FerPablosRomo;;;
CYL;1;Pascual Álvarez, Adela ;GP Podemos Castilla y León;Podemos Castilla y León;VALLADOLID;IX;;;;adelap328;;;
CYL;1;Pelegrina Cortijo, Laura ;GP Socialista;PSOE;VALLADOLID;IX;;;;;;;
CYL;0;Ramos Manzano, Francisco Julián ;GP Popular;PP;SALAMANCA;IX;;;;;;;
CYL;0;Reguera Acevedo, Óscar ;GP Popular;PP;ZAMORA;IX;Secretario Primero de la Mesa;;;;;;
CYL;0;Rodríguez Rubio, Celestino ;GP Socialista;PSOE;LEON;IX;;;;TinoRodriguez82;;;
CYL;1;Rodríguez Tobal, María Josefa ;GP Podemos Castilla y León;Podemos Castilla y León;ZAMORA;IX;;;;soymjtobal_r;;;
CYL;1;Rosado Diago, María Belén ;GP Ciudadanos;Ciudadanos;AVILA;IX;Secretaria Tercera de la Mesa;;;be_rosado;;;
CYL;0;Ruiz Medrano, Ramiro Felipe ;GP Popular;PP;VALLADOLID;IX;Vicepresidente 1º de la Mesa;;;;;;
CYL;1;Sánchez Hernández, Ana ;GP Socialista;PSOE;ZAMORA;IX;Vicepresidenta 2ª de la Mesa;;;ana_schez;;;
CYL;0;Santiago-Juárez López, José Antonio de ;GP Popular;PP;VALLADOLID;IX;;;;;;;
CYL;0;Santos Reyero, Luis Mariano ;GP Mixto;UPL;LEON;IX;Portavoz del Grupo Parlamentario;;;luismasr;;;
CYL;0;Sanz Vitorio, Juan José ;GP Popular;PP;SEGOVIA;IX;;;;jjsanzvitorio;;;
CYL;0;Sarrión Andaluz, José ;GP Mixto;IU-Equo;VALLADOLID;IX;Portavoz del Grupo Parlamentario;;;jsarrionan;;;
CYL;0;Silván Rodríguez, Antonio ;GP Popular;PP;LEON;IX;;;;AntonioSilvan_;;;
CYL;1;Sopeña Ballina, Ana Rosa ;GP Popular;PP;LEON;IX;;;;;;;
CYL;0;Tudanca Fernández, Luis ;GP Socialista;PSOE;BURGOS;IX;Portavoz del Grupo Parlamentario;;;luistudanca;;;
CYL;1;Vallejo Quevedo, María Paloma ;GP Popular;PP;VALLADOLID;IX;;;;;;;
CYL;0;Vázquez Ramos, Alejandro ;GP Popular;PP;BURGOS;IX;;;;;;;
CYL;1;Villoria López, María Lourdes ;GP Popular;PP;SALAMANCA;IX;;;;;;;
RIO;1;Andreu Rodríguez, Concepción;GP Socialista;PSOE;LA RIOJA;IX;Portavoz del Grupo Parlamentario;;;ConchaAndreu;;;
RIO;1;Arruga Segura, María Concepción;GP Popular;PP;LA RIOJA;IX;;;;concha_arruga;;;
RIO;0;Azofra Ramos, Álvaro Hugo;GP Popular;PP;LA RIOJA;IX;;;;AlvaroAzofra7;;;
RIO;0;Calvo García, Juan Miguel;GP Podemos La Rioja;Podemos La Rioja;LA RIOJA;IX;;;;juancalvo25;;;
RIO;0;Cantabrana González, Germán ;GP Podemos La Rioja;Podemos La Rioja;LA RIOJA;IX;;;;germanlogro;;;
RIO;0;Caperos Elosúa, Félix;GP Socialista;PSOE;LA RIOJA;IX;;;;felixcaperos;;;
RIO;0;Ceniceros González, José Ignacio;GP Popular;PP;LA RIOJA;IX;;;;jiceniceros;;;
RIO;0;Cuevas Villoslada, Carlos;GP Popular;PP;LA RIOJA;IX;;;;CarlosCuevasV;;;
RIO;0;Díaz Marín, Raúl;GP Socialista;PSOE;LA RIOJA;IX;;;;rauldiaz_;;;
RIO;1;Fernández Núñez, Emilia;GP Socialista;PSOE;LA RIOJA;IX;;;;EmiFernandezN;;;
RIO;1;Garajea de la Torre, Rebeca;GP Ciudadanos;Ciudadanos;LA RIOJA;IX;;;;RebecaGrajea;;;
RIO;0;García García, Jesús María;GP Socialista;PSOE;LA RIOJA;IX;;;;;;;
RIO;0;Garrido Martínez, Jesús Ángel;GP Popular;PP;LA RIOJA;IX;;;;;;;
RIO;1;González García, Ana Lourdes;GP Popular;PP;LA RIOJA;IX;Presidenta de la Mesa;;;;;;
RIO;1;González-Cuevas Sevilla, María del Carmen;GP Popular;PP;LA RIOJA;IX;;;;;;;
RIO;1;Laorden Paniagua, Regina;GP Popular;PP;LA RIOJA;IX;;;;;;;
RIO;1;Manzanos Martínez, Noemí;GP Popular;PP;LA RIOJA;IX;;;;NOE_MANZANOS;;;
RIO;0;Martínez Flaño, Tomás;GP Ciudadanos;Ciudadanos;LA RIOJA;IX;Vicepresidente primero de la Mesa;;;TomsMartnezFlao;;;
RIO;1;Moreno Hernández, Noelia;GP Popular;PP;LA RIOJA;IX;;;;NOEMORHER;;;
RIO;0;Ocón Pascual, Francisco Javier;GP Socialista;PSOE;LA RIOJA;IX;;;;fjoconp;;;
RIO;1;Orradre Castillo, Sara Isabel;GP Socialista;PSOE;LA RIOJA;IX;;;;SaraOrradre;;;
RIO;1;Preciado Moreno, María Yolanda;GP Popular;PP;LA RIOJA;IX;;;;Yolanda190862;;;
RIO;1;Río Pozo, Nuria del;GP Socialista;PSOE;LA RIOJA;IX;;;;soguchu;;;
RIO;1;Rodríguez Valladolid, Natalia;GP Podemos La Rioja;Podemos La Rioja;LA RIOJA;IX;;;;AlitanaNatalia;;;
RIO;1;Sáenz Blanco, Raquel;GP Popular;PP;LA RIOJA;IX;;;;;;;
RIO;0;Sáez Rojo, Pedro Manuel;GP Popular;PP;LA RIOJA;IX;;;;pmsaez;;;
RIO;1;Sáinz Álvarez, Ana Carmen;GP Podemos La Rioja;Podemos La Rioja;LA RIOJA;IX;Portavoz del Grupo Parlamentario;;;AnaCarmenSainz2;;;
RIO;1;Santos Preciado, Ana María;GP Socialista;PSOE;LA RIOJA;IX;Vicepresidenta Segunda de la Mesa;;;anasantospre;;;
RIO;0;Sanz Alonso, Pedro;GP Popular;PP;LA RIOJA;IX;;;;;;;
RIO;0;Ubis López, Diego;GP Ciudadanos;Ciudadanos;LA RIOJA;IX;Portavoz del Grupo Parlamentario;;;dubis;;;
RIO;0;Vadillo Arnáez, José Félix;GP Popular;PP;LA RIOJA;IX;Secretario Primero de la Mesa;;;jfvadillo;;;
RIO;0;Vallejo García, Luis David;GP Ciudadanos;Ciudadanos;LA RIOJA;IX;;;;Ldavidvallejo;;;
RIO;0;Velasco García, Ricardo;GP Socialista;PSOE;LA RIOJA;IX;Secretario Segundo de la Mesa;;;VelascoGarciaR;;;
