Male predictors:
word : coef : odds_ratio
León : 1.6187241419992555 : 5.046647401851126
unidad : 1.2224301652539686 : 3.395429169529888
convivencia : 1.1736901902899934 : 3.2339043692367926
ayudas : 0.9914389002932135 : 2.695109677769126
desarrollo : 0.9372963181909612 : 2.5530693913084326
consejero : 0.9287518357387758 : 2.5313476672951523
¡ : 0.8994142653703319 : 2.4581628582836745
unos : 0.8893116957234469 : 2.4334541178415
Gran : 0.881545886457863 : 2.4146295658514303
amigo : 0.8744417133954254 : 2.3975364078003127
esto : 0.8555439184290712 : 2.3526536843210444
Buenos : 0.7936350722063188 : 2.211420506584533
pena : 0.7799462999202739 : 2.1813551234089212
otros : 0.7756911843638634 : 2.1720929251263636
visto : 0.7587265074977836 : 2.1355548749367177
única : 0.7180039808726841 : 2.0503366124639135
Cataluña : 0.7024068818133828 : 2.018605409836599
algunos : 0.6759532112398619 : 1.9659060068332153
Desde : 0.6513070205152104 : 1.918046117049921
Estado : 0.6404623096943162 : 1.8973578434994443
nosotros : 0.6157225500503561 : 1.850993551976832
Canarias : 0.5989899250024961 : 1.820279252944594
dejar : 0.5912282488656471 : 1.8062055234241925
apoyo : 0.5680763842358822 : 1.7648688545188662
usted : 0.5657365964998505 : 1.7607442632331214
2017 : 0.5618166466906225 : 1.7538557442394689
medidas : 0.5338749877491197 : 1.7055284221769702
Aragón : 0.5170792855725537 : 1.6771220946250522
tus : 0.4907133071732194 : 1.633480978189851
sector : 0.4540513199258143 : 1.5746788078010088
marcha : 0.4526329149103252 : 1.572446858760296
mas : 0.45197610115624476 : 1.5714143931418285
intervención : 0.44048448393238704 : 1.5534596624691919
dinero : 0.4363188911062013 : 1.547002041291473
siendo : 0.43495857324292303 : 1.5448990574676984
2 : 0.4319244062848282 : 1.5402186799081046
problema : 0.4289916082274165 : 1.535708147029751
derecha : 0.41786747317319706 : 1.518719390003182
años : 0.41407711288379284 : 1.5129737921583553
vía : 0.411973925333689 : 1.5097950684128876
algo : 0.4052171514582906 : 1.4996281111332534
Más : 0.40474590542221256 : 1.4989215838174643
quien : 0.3868920690379043 : 1.472397565410957
enhorabuena : 0.3694285136731456 : 1.4469074904937187
Navidad : 0.3690912419749956 : 1.4464195718325368
mientras : 0.3690011751967451 : 1.4462893033482227
les : 0.3630296109466342 : 1.4376784296301885
. : 0.3599900609190096 : 1.4333151686539987
¿ : 0.35800220425986723 : 1.4304687736013317
queda : 0.35734741246644747 : 1.429532420979096
poco : 0.35593851724581216 : 1.4275197777180935
izquierda : 0.35511465267960146 : 1.4263441790891889
trabajadores : 0.3516466765928449 : 1.4214062188975651
económico : 0.3499438982939363 : 1.4189879387159074
empleo : 0.34622129693913367 : 1.4137154321016876
otra : 0.34416186358699274 : 1.4108069753048078
labor : 0.34189848540459894 : 1.4076173965504681
impuestos : 0.3354258480002583 : 1.3985358221138007
donde : 0.3352430803464134 : 1.398280238359708
compañeros : 0.3311559493387888 : 1.3925769468292728
seguir : 0.3244873948658465 : 1.3833213665714603
cambio : 0.3232440536607686 : 1.3816024949099521
debate : 0.32312736725970836 : 1.3814412900925133
vosotros : 0.31991837760976777 : 1.3770153644634124
calle : 0.31530698462431966 : 1.3706800240697157
junto_a : 0.3081244216197052 : 1.3608703000908937
debe : 0.3043624160181575 : 1.355760316319423
ejemplo : 0.30262513025592774 : 1.35340701799261
futuro : 0.2950775931329588 : 1.3432305801117879
eso : 0.29505771076825454 : 1.3432038737770056
Hay : 0.291632691331738 : 1.3386112438151423
Te : 0.28433334982305974 : 1.3288758374525416
Y : 0.28252445362673806 : 1.3264742118054031
todos : 0.2773639660602818 : 1.3196465902083196
tener : 0.277188067918006 : 1.3194144872384805
quieren : 0.2562695548729744 : 1.2921009731156816
abrazo : 0.25555197640956717 : 1.2911741218688442
Esta : 0.2555122880035073 : 1.291122878242897
dar : 0.25274733427378965 : 1.287557913976967
posible : 0.2495624670945019 : 1.2834637362022525
decir : 0.2391136167410556 : 1.2701228356036107
era : 0.23868711154893837 : 1.2695812371250907
👇 : 0.235981585555465 : 1.266150994484947
alcalde : 0.23557346306332952 : 1.2656343552188816
momento : 0.23522753864963944 : 1.2651966171131204
buena : 0.23350061352467316 : 1.2630136027806829
somos : 0.23000900533683685 : 1.2586113440975442
proyecto : 0.22672921795936085 : 1.2544901285477223
camino : 0.2226146774725725 : 1.2493390824843515
mayoría : 0.22135766198598808 : 1.2477696305290362
Feliz_Navidad : 0.22010330295020575 : 1.2462054606388158
va : 0.22009042017366115 : 1.246189406155751
pero : 0.21980888814289454 : 1.2458386133035453
vecinos : 0.21536441716503535 : 1.2403138062603405
hace : 0.2128756640704348 : 1.2372308094369888
gasto : 0.21171376973144412 : 1.2357941127699694
haber : 0.2105433805078708 : 1.2343485987298624
