Male predictors:
word : coef : odds_ratio
juan : 2.1383568617200175 : 8.4854833451083
canarias : 1.689298185218586 : 5.4156785678189
canario : 1.6806148044894154 : 5.368855753277733
alcalde : 1.4747511509082651 : 4.369948179976595
primario : 1.4584011528392755 : 4.299080457935634
matar : 1.4427274969349901 : 4.232223465567598
aragón : 1.3854306425506633 : 3.996546617313155
cadena : 1.3694762498198398 : 3.9332900945018956
isla : 1.3670477210477368 : 3.9237495757394947
cuadrar : 1.3530501234920904 : 3.869209116487591
visitar : 1.3340580351668336 : 3.7964181692062717
suceder : 1.330471025918614 : 3.7828247765109757
sergio : 1.3083221426580265 : 3.6999604953399325
amar : 1.284632040067836 : 3.613338148914205
cs : 1.2791058904019224 : 3.5934253726758474
majo : 1.2688285362504585 : 3.5566835950350693
javier : 1.2386080154867916 : 3.450806650617664
ojala : 1.2296214953147828 : 3.4199348299226546
quejar : 1.224398856229756 : 3.402120304522312
hundir : 1.2045409229045432 : 3.3352275999617738
david : 1.2040852557426676 : 3.3337081924654304
m._rajoy : 1.189051947697296 : 3.28396635922807
populismo : 1.1843728765016925 : 3.2686363399243867
catalunya : 1.1821826654646295 : 3.2614851706801367
incluir : 1.1535529502340982 : 3.1694337692099372
leonés : 1.1438504293788265 : 3.1388309741691054
i : 1.1371823198562898 : 3.1179705326094034
meta : 1.1154091432456412 : 3.0508161446862374
quitanieves : 1.1120642491884847 : 3.0406285356294087
entregar : 1.1077962802852193 : 3.027678881610384
divertir : 1.0959429280342563 : 2.992002596823827
triunfo : 1.0850999000460988 : 2.959735481681935
titular : 1.08425891560776 : 2.9572474365505004
diálogo : 1.0718781026245785 : 2.9208600267524654
extremeño : 1.0683581294787696 : 2.910596751718893
coherente : 1.067906480042828 : 2.9092824791552974
actor : 1.05451845216843 : 2.870592493428957
concesionario : 1.0459118480364904 : 2.845992453467695
sixena : 1.043019493999331 : 2.8377727286126864
león : 1.04240106873804 : 2.836018320812476
incansable : 1.0248689166249085 : 2.7867301426302546
operativo : 1.023285509643194 : 2.7823211062369504
honesto : 1.0228217847734682 : 2.781031173854404
repartir : 1.021533981426346 : 2.7774520576937936
fecha : 1.0137456382649472 : 2.7559043274335435
final : 1.0057991838391447 : 2.7340914416283644
café : 1.0015771237827311 : 2.722572277774391
ánimo : 0.9971344189740022 : 2.710503521634988
abrazar : 0.9964787409213424 : 2.708726886478185
🤣 : 0.9936328338175173 : 2.701029060234341
alegría : 0.9923518368694433 : 2.697571265436653
contribuir : 0.9916182719072948 : 2.6955931473012127
financiar : 0.9893690157912906 : 2.6895368815280993
orgulloso : 0.9892335542707316 : 2.6891725774476773
