Male predictors:
word : coef : odds_ratio
convivencia : 2.381850356299089 : 10.824914292433345
cada : 2.0451715633173713 : 7.730484691745556
; : 1.6335317976858994 : 5.121932440797232
cataluña : 1.5425501364332759 : 4.676500792857652
espacio : 1.5034908492287675 : 4.497361309970454
ámbito : 1.479858412818359 : 4.392323740151152
traer : 1.4688864789128404 : 4.344394871391458
europa : 1.4026817576151238 : 4.066089625422644
2017 : 1.3973095932752246 : 4.044304492783956
carta : 1.3882491706746434 : 4.007826885762153
extremeño : 1.3656221431721582 : 3.9181599503248083
siempre : 1.3165099361854695 : 3.7303793697270535
unidad : 1.29873377597279 : 3.664653456308986
pena : 1.2531035978815601 : 3.501192405924392
sumar : 1.2109739549884904 : 3.356752386709882
ciudadanía : 1.1781952447425355 : 3.248506150728999
AP-4 : 1.1386134916134982 : 3.1224360786949874
vara : 1.0856088458308542 : 2.96124220996831
levantar : 1.0851388414135374 : 2.9598507400729934
campaña : 1.0275959659828504 : 2.7943400648771397
venir : 0.9815213117586606 : 2.6685127953995775
fuera : 0.9719688027323798 : 2.643143167549783
estado : 0.943126949691975 : 2.5679988800036644
algo : 0.940711619141457 : 2.561803798451713
lleno : 0.9401647060413595 : 2.5604030974602354
alguno : 0.9020777903606835 : 2.4647189637865403
pobreza : 0.8889370392528321 : 2.432542579277879
subir : 0.8690110061314947 : 2.3845513802700817
partido : 0.8488755553225871 : 2.3370175270185536
Date : 0.8406338347065436 : 2.3178356359584775
hombre : 0.8086638303857497 : 2.244906406086006
salir : 0.796312533462448 : 2.2173494330053742
empresa : 0.7816838783444143 : 2.1851486938653775
defensa : 0.757243030192768 : 2.1323891764476293
defender : 0.7038804386055012 : 2.0215821321949647
prueba : 0.6741756158104987 : 1.9624145254409717
habitante : 0.6563820683646321 : 1.9278050354142027
apoyo : 0.6465508616344409 : 1.9089452447298745
seguir : 0.6301764558839138 : 1.8779419239317514
- : 0.6217400021245775 : 1.8621653962735956
guadalupe : 0.6168106571314171 : 1.8530087273321962
alcaldesa : 0.5607019878861607 : 1.7519018826392143
10 : 0.5598929632127835 : 1.7504851239644603
marmota : 0.5566430129237026 : 1.7448053687899996
camino : 0.5556454261474857 : 1.743065641935553
🇪 : 0.5539381272438684 : 1.7400922468354956
por_favor : 0.5480915023870269 : 1.7299482631814247
Verb, Imperfect : 0.5464964944087504 : 1.7271911812679819
vivir : 0.5452916557846267 : 1.7251114477447675
hoy : 0.5444791778977962 : 1.7237104020775398
otro : 0.527381605014947 : 1.6944896516353367
permitir : 0.516651161777156 : 1.6764042324264654
desde : 0.5151654499299451 : 1.6739154280784905
importante : 0.5150182682248349 : 1.6736690764812443
votar : 0.5057417082667002 : 1.6582149762115626
menos : 0.5056569769728718 : 1.6580744794635023
cariño : 0.5038048434399305 : 1.6550063462932143
dar : 0.5027328621025549 : 1.6532331609573474
junta : 0.49934523937545233 : 1.6476421062669628
tomar : 0.495687185168308 : 1.6416259525451733
... : 0.4875592553575679 : 1.6283370109786865
_@mention : 0.48626688643271554 : 1.6262339580793308
accesibilidad : 0.48615763747993956 : 1.626056303426911
siria : 0.46890610527085325 : 1.5982449249348434
escuchar : 0.4484689896290466 : 1.5659129203878228
país : 0.4340872365861968 : 1.5435535165826642
a_través_de : 0.41033028592226345 : 1.5073155480122067
ir : 0.40897696074907686 : 1.5052770396306259
juez : 0.4078349005659109 : 1.5035589039529504
recurso : 0.3945815819370533 : 1.4837632276832573
Verb, Participle : 0.3834310015100535 : 1.467310306760437
respuesta : 0.37776273683646905 : 1.4590167308805309
mayor : 0.3722755217702326 : 1.4510327173255835
mil : 0.3680052056504447 : 1.4448495603360585
más : 0.3632746242798633 : 1.4380307231708889
posible : 0.3592833285290846 : 1.4323025562644747
aprender : 0.3569112326190618 : 1.4289090237124265
cualquiera : 0.3539954604332072 : 1.4247487187232364
via : 0.35013543641573425 : 1.4192597550313053
😂 : 0.34459603723517546 : 1.4114196435087278
estar : 0.3396272544093114 : 1.4044240001331372
feliz_navidad : 0.327547317755064 : 1.3875607060022666
madrid : 0.32121577082496366 : 1.3788030542720444
y : 0.3210158714623746 : 1.3785274599668402
.url. : 0.3133879462442997 : 1.3680521587904353
no : 0.30752661745285503 : 1.360057009273497
real : 0.3065294465714515 : 1.3587014759882838
Pronoun : 0.30109493619224714 : 1.351337626297167
internacional : 0.3006411657125565 : 1.350724568278593
vía : 0.2955936857551939 : 1.3439239904207256
futuro : 0.2919865575735598 : 1.3390850169664699
decidir : 0.2886407087380477 : 1.3346121278998602
extremadura : 0.28717242599762227 : 1.3326539778580477
junto : 0.28535522382328976 : 1.330234475180426
lectura : 0.2831885887028421 : 1.3273554624593542
2nd Person : 0.26138920875032373 : 1.298733045343751
encontrar : 0.2609702702679435 : 1.2981890700467664
­ : 0.26061021997814254 : 1.2977217408319377
rico : 0.2581636846013529 : 1.2945506992981086
, : 0.24763804523278057 : 1.280996185595272

Female predictors:
word : -coef : odds_ratio
almería : 2.214917767344001 : 9.1606557755797
urgente : 1.7351850968579154 : 5.669977201646339
machista : 1.6477922966437784 : 5.195497040297056
educativo : 1.6082305173850058 : 4.993966667795195
mujer : 1.5242277537277689 : 4.591596356652085
incremento : 1.5200805119757015 : 4.572593328845359
invertir : 1.4980538749697991 : 4.4729756245382974
reclamar : 1.4492824119908105 : 4.2600564526566504
convexo : 1.353204245496687 : 3.869805492708996
memoria : 1.308942910033444 : 3.7022580231471465
hablar : 1.2817523785219977 : 3.6029479253383427
cultura : 1.191288874608678 : 3.291320574307301
patrimonio : 1.1720093613233873 : 3.22847329473007
obra : 1.1078769704839386 : 3.0279231954777344
40 : 1.0560505164595058 : 2.8749937963609953
artículo : 1.0544607593134425 : 2.8704268855297475
histórico : 1.041567093114367 : 2.833654136637641
antonio : 1.0245841816677705 : 2.7859367760974907
social : 1.0116426986016855 : 2.750114916439801
orden : 0.9907351389064076 : 2.693213630905247
) : 0.9833280975510306 : 2.6733385846760083
comité_federal : 0.9660689732973361 : 2.6275949846025983
pedir : 0.9523586245967772 : 2.591815575670026
él : 0.9511243952977626 : 2.588618654221779
sector : 0.9396623862731731 : 2.559117279342822
familia : 0.8879313204056614 : 2.4300973551694462
