Male predictors:
word : coef : odds_ratio
Juan : 2.033186213567905 : 7.638385154062435
señor : 1.731993847874056 : 5.651911733697859
asesinos : 1.6796119293458536 : 5.363474160277377
Presidente : 1.5548824862114847 : 4.73453011989619
cadenas : 1.485117238312615 : 4.415483046216468
matado : 1.3532009899857171 : 3.86979289453527
Alcalde : 1.3027047506611693 : 3.6792346340090174
catalanes : 1.2908861113311905 : 3.636007035724831
Ánimo : 1.2629615897286286 : 3.5358778154656854
Aragón : 1.2563722706062304 : 3.512655382198325
Miguel : 1.250811580252091 : 3.493176800669189
quitanieves : 1.2461626384881368 : 3.476974915143296
Canarias : 1.2396850806969217 : 3.4545253967144527
Pepe : 1.2036041294246909 : 3.3321046435033175
leoneses : 1.1942287788656996 : 3.301010979126577
contrario : 1.1598304255423426 : 3.1893923907723893
Catalunya : 1.1542461702423437 : 3.171631645831571
organización : 1.1132951719037298 : 3.044373618843667
Otro : 1.1044047695268508 : 3.017427869145935
tengamos : 1.0989972576953577 : 3.0011551294120014
ladrón : 1.094707321779863 : 2.9883079427409367
isla : 1.0940217782695583 : 2.9862600296709605
Mira : 1.0927387700571725 : 2.982431090334118
actor : 1.0888749857258861 : 2.9709298532762416
cita : 1.0879740333684473 : 2.9682543924334994
matar : 1.0775998087067407 : 2.937620232092598
i : 1.0728971926761832 : 2.9238381633848216
M._Rajoy : 1.0687279992884924 : 2.9116734927003467
David : 1.059908557581805 : 2.886107064592031
viaje : 1.0529489449139817 : 2.866090611478289
tonto : 1.0494785296368223 : 2.8561613261717116
Cs : 1.0436423954871414 : 2.839540932118532
Tiene : 1.0355328983150662 : 2.816606800782572
Sixena : 1.0227577203929827 : 2.7808530145220343
canarios : 1.0191581828395493 : 2.7708612233677865
presidente : 1.0075854639807966 : 2.738979659439432
tal : 1.0047097262323534 : 2.731114386891544
Javier : 0.9934980574458855 : 2.70066504986848
cataluña : 0.9806721160632313 : 2.6662476677249836
honesto : 0.9742988800982585 : 2.649309076351844
estupendo : 0.9741687085794821 : 2.648964234210467
acompañe : 0.9679292648478041 : 2.6324876268099944
positivo : 0.963381624482896 : 2.6205431998824578
creciendo : 0.9601137197405852 : 2.6119934917566665
majo : 0.9567577425094814 : 2.603242393527072
orgulloso : 0.9558524454224038 : 2.6008867522097496
electoral : 0.9544495574269498 : 2.5972405576068627
pone : 0.9489918449294685 : 2.5831041765978706
desastre : 0.9478403910155937 : 2.5801315629260397
Estas : 0.944096212841259 : 2.570489153355589
oportunidad : 0.9414175449772374 : 2.563612880402958
encima : 0.939632621612662 : 2.5590411092193888
él : 0.9359226552613593 : 2.549564742183275
😵 : 0.9306644557613784 : 2.5361938064618794
4 : 0.9281882958459905 : 2.529921553775794
Nada : 0.9161019879085567 : 2.4995281846135584
mayor : 0.9140938143622087 : 2.494513734862709
k : 0.9140930779916079 : 2.4945118979768073
🔴 : 0.913066042722296 : 2.4919512614349673
interés : 0.9122959995325033 : 2.4900330899690255
nacionalismo : 0.91043729560456 : 2.4854091542789294
CLM : 0.9067623552618467 : 2.476292186326913
voy : 0.9053075836693184 : 2.4726923658925744
izquierdas : 0.905196054608621 : 2.472416604213619
mierda : 0.9030128740360358 : 2.4670247601421615
cena : 0.90275303496399 : 2.4663838139928047
😡 : 0.901463621741452 : 2.4632056754984153
dependencia : 0.9003934578051536 : 2.4605710516079897
común : 0.8973186784777826 : 2.453016958141726
respeta : 0.8970975497076571 : 2.4524745854879844
bandera : 0.8951069345241424 : 2.4475975081435055
jefe : 0.8923356598867181 : 2.440823933299716
ud. : 0.8906507361675337 : 2.4367147939254874
vestidos : 0.888282386482004 : 2.43095062968216
Mil : 0.8851413779804199 : 2.4233269723415316
Guillermo : 0.8849146917965354 : 2.4227776998564607
comisiones : 0.8842453767282326 : 2.421156640794944
diálogo : 0.8809400787879957 : 2.4131672077391535
orgullo : 0.8776778492452773 : 2.405307729064448
breve : 0.8768874321208763 : 2.4034072838171183
León : 0.8750523500158961 : 2.399000878414015
🤣 : 0.8736067764993999 : 2.3955354516461784
demócratas : 0.8644700162546586 : 2.3737477048466844
haciéndolo : 0.853525174036772 : 2.347909068583329
IRPF : 0.8513458580811686 : 2.3427978044405697
trabajan : 0.8472325635916464 : 2.3331809791178753
matando : 0.8471616018247942 : 2.3330154183475225
sigo : 0.846614566178994 : 2.331739524762938
Antonio : 0.84449923178597 : 2.32681232912112
Grande : 0.842479005149461 : 2.322116385907589
lengua : 0.8411009779090943 : 2.3189186500620886
payaso : 0.8403877223856301 : 2.3172652582419864
exige : 0.8380568696026448 : 2.3118703438839616
obra : 0.8348271246697506 : 2.3044156372359645
operativa : 0.8338761580727583 : 2.3022252565938492
Residencia_de_Grandes_Asistidos_de_Montequinto : 0.8338761580727583 : 2.3022252565938492
Gaspar : 0.8300146481512501 : 2.293352333389993
Salamanca : 0.8281898588006219 : 2.2891712644200464
risa : 0.825885407055064 : 2.283902053357033
reconocer : 0.8258558417320385 : 2.283834530053246

Female predictors:
word : -coef : odds_ratio
compañera : 2.000716719954109 : 7.39435388116512
Carla : 1.807981806345724 : 6.09812780187959
Marta : 1.7113291584167432 : 5.536315229375721
andaluces : 1.6307481843063956 : 5.10769478638215
machismo : 1.5944597936146685 : 4.925667476255618
hablado : 1.5359446461326378 : 4.6457120116764505
