Male predictors:
word : coef : odds_ratio
León : 1.695424028479786 : 5.448955987944461
convivencia : 1.1371684734264798 : 3.1179273601481667
unidad : 1.0643407107115668 : 2.8989271222942166
desarrollo : 0.9535773518123112 : 2.594976217438603
ayudas : 0.947326080003945 : 2.5788049140360343
visto : 0.904362000697389 : 2.4703553351989145
¡ : 0.8886988386912492 : 2.431963215274576
consejero : 0.8788541256547833 : 2.408138700479778
Gran : 0.8632433910068671 : 2.370837791031766
amigo : 0.8132069515013426 : 2.255128490283371
única : 0.7436437246671034 : 2.103586456928066
Cataluña : 0.7227091298269118 : 2.0600064828825704
pena : 0.7040512537540442 : 2.0219274785415218
Buenos : 0.6667281771852348 : 1.947853850870318
Canarias : 0.6368306624075821 : 1.8904798058978884
dejar : 0.5843482862068774 : 1.7938215463672713
usted : 0.5763052808061427 : 1.7794516958398938
Aragón : 0.5393918479092153 : 1.7149635862911825
sector : 0.5363926362924426 : 1.7098277531558863
2017 : 0.5270008922480819 : 1.693844660577594
impuestos : 0.5194427277302018 : 1.6810905634630133
siendo : 0.5161937615186588 : 1.6756376200349263
medidas : 0.49109845581497164 : 1.634110232340341
problema : 0.4622355574924597 : 1.5876192347886038
mas : 0.45720650845991595 : 1.579655062703174
apoyo : 0.4460919591360558 : 1.5621951180420142
derecha : 0.4099606850149995 : 1.5067585457587382
años : 0.3994995993781533 : 1.4910783743807696
2 : 0.39219973151365156 : 1.480233331122801
cambio : 0.38514148524305536 : 1.4698222648907289
intervención : 0.38094236631227246 : 1.4636632466683024
empleo : 0.37554762774155864 : 1.455788426493564
Navidad : 0.37311039206316615 : 1.452244647267112
mientras : 0.36891687450422594 : 1.4461673852973276
. : 0.36627869048925416 : 1.4423571578689467
vía : 0.36547377398483766 : 1.4411966479067826
vosotros : 0.3618440300018542 : 1.4359749554820767
queda : 0.3608938367024091 : 1.4346111497433554
quieren : 0.35794622762448164 : 1.4303887030134235
económico : 0.3568161674042803 : 1.428773190625787
dinero : 0.35562084378229325 : 1.4270663645885366
junto_a : 0.35228767138694356 : 1.4223176249562415
trabajadores : 0.3376339940615293 : 1.4016274055586613
izquierda : 0.33456492819277206 : 1.3973323130597903
haber : 0.3329811547457825 : 1.3951210068120303
ejemplo : 0.3304331428195475 : 1.3915707468213294
labor : 0.3268162268369869 : 1.3865466437028637
marcha : 0.3159267366090796 : 1.3715297690234662
calle : 0.30102355849504747 : 1.3512411743715618
seguir : 0.2982342755828508 : 1.3474774319650114
¿ : 0.2941106493262426 : 1.3419323793660918
tener : 0.28249236782388076 : 1.3264316514981425
dar : 0.28172853841942314 : 1.3254188708447874
sido : 0.2784868681547245 : 1.3211292564170922
alcalde : 0.2644896579340357 : 1.30276594983114
hace : 0.2639006274282766 : 1.3019988069022992
abrazo : 0.2611555461017914 : 1.298429615392143
debate : 0.26104756013233194 : 1.2982894107815517
camino : 0.2522899070846969 : 1.2869690846631185
Feliz_Navidad : 0.25048834680444626 : 1.284652619530596
enhorabuena : 0.24812495057602324 : 1.2816200613546065
nueva : 0.24767167674060273 : 1.2810392681529696
mayoría : 0.23879026022586167 : 1.2697121995041287
posible : 0.2384610402007709 : 1.2692942536238014
cada : 0.23551579244201654 : 1.2655613674039075
proyecto : 0.23412054945701602 : 1.263796833047293
va : 0.233409803708908 : 1.26289891395562
compañeros : 0.22825330957019344 : 1.2564035441684798
; : 0.2282075519173166 : 1.256346055406518
momento : 0.22741835039764355 : 1.2553549363381356
vecinos : 0.22726180159606688 : 1.2551584274093186
año : 0.22291820480720356 : 1.2497183486020136
Ahora : 0.21351303930231752 : 1.2380196410752153
futuro : 0.2123053010040356 : 1.2365253398846883
decir : 0.20462988024724998 : 1.2270708177577563
hacen : 0.2019757746343656 : 1.2238183603049966
partido : 0.19725980025806802 : 1.2180604520220357
👇 : 0.19353730434613023 : 1.2135346558239661
gasto : 0.19118545966324024 : 1.2106839643019853
buena : 0.18214455068531515 : 1.199787611467221
debe : 0.18024304182550646 : 1.1975083723775493
( : 0.17910598298158492 : 1.1961475087297124
españoles : 0.17827340844005868 : 1.1951520412239882
pasa : 0.1777053053357862 : 1.194473264465139
reconocimiento : 0.17653693779414603 : 1.193078495633561
sino : 0.1755699063266929 : 1.1919253088589579
gracias : 0.1710379386655078 : 1.186535763751261
“ : 0.1516404093199833 : 1.1637416905181603
políticos : 0.15141394466304975 : 1.1634781739951734
... : 0.15134207003819122 : 1.1633945524430565
buen : 0.14635507196248515 : 1.1576071489282926
bien : 0.1415803766555292 : 1.1520931019298046
sociedad : 0.13987486406886815 : 1.1501298672800444
Montoro : 0.1317586384469667 : 1.140832932826304
nadie : 0.1285874698553389 : 1.1372208894876095
demás : 0.12624441991737775 : 1.1345594433212705
acuerdo : 0.11566389369142449 : 1.1226184895600109
cómo : 0.11483491639976588 : 1.1216882499519971
🇪 : 0.11347561340941548 : 1.1201645715644997
solo : 0.10599874726973929 : 1.111820483694494

Female predictors:
word : -coef : odds_ratio
😊 : 1.9726950391280997 : 7.190027806624858
mujeres : 1.3373329409453052 : 3.8088714615555017
🏼 : 1.3101716379930244 : 3.7068098870222843
q : 0.8670877929908687 : 2.379969786823589
Así : 0.8615409589794677 : 2.3668050345654317
histórico : 0.8194797510042668 : 2.269318919484467
… : 0.8029230851028178 : 2.2320558912827098
sólo : 0.7877219291924636 : 2.198382646221115
mujer : 0.7860200868168219 : 2.1946445272227746
salud : 0.7840505475095478 : 2.1903263423741968
Feliz : 0.7457687152705339 : 2.1080613112103106
vergüenza : 0.7395476286194781 : 2.094987587675835
cultura : 0.6856948667631105 : 1.9851507716842343
familia : 0.6846717727922207 : 1.9831208144939647
persona : 0.6506179822968077 : 1.916724965184949
trabajando : 0.6330753513372123 : 1.8833937795984663
Andalucía : 0.6152528393252631 : 1.8501243246120795
medio : 0.6135202967957976 : 1.846921680694403
dice : 0.5976224683953492 : 1.8177918011820908
social : 0.5880912982643519 : 1.8005484235818379
iniciativa : 0.5847146322043507 : 1.7944788260995128
! : 0.5766060560128929 : 1.7799869912893762
pública : 0.5428333099437511 : 1.7208757357478404
todas : 0.5366752357783066 : 1.7103110178818095
😘 : 0.5310886196535443 : 1.7007828067813375
machista : 0.5248138149815406 : 1.6901441395651433
votar : 0.4971440206478032 : 1.6440192743916984
recortes : 0.4871674403408375 : 1.627699129059505
necesita : 0.4860913271207359 : 1.625948482624203
Junta : 0.483406085631628 : 1.6215882750246295
niños : 0.47855838070513695 : 1.6137463166624666
Rajoy : 0.47629395605640323 : 1.6100962439432123
familias : 0.45489398671205855 : 1.5760062965681392
tras : 0.45269455820147336 : 1.5725437925474537
x : 0.44637469167185956 : 1.5626368638741754
forma : 0.4278903818637832 : 1.5340179155659315
historia : 0.42576837882580676 : 1.5307661762093743
igual : 0.42437134019992495 : 1.528629129849747
derechos : 0.4236934709826303 : 1.5275932703462627
pueblo : 0.419567521937442 : 1.5213034829450265
personas : 0.3974504887074024 : 1.4880261180464105
víctimas : 0.38755241242144145 : 1.473370174493856
